Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    December 31, 2022
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1000623|Mativ Holdings, Inc.|8-K|2022-12-22|edgar/data/1000623/0001000623-22-000074.txt
1000623|Mativ Holdings, Inc.|8-K|2022-12-27|edgar/data/1000623/0001193125-22-312666.txt
1000683|BLONDER TONGUE LABORATORIES INC|10-Q|2022-11-04|edgar/data/1000683/0001213900-22-069391.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-10-31|edgar/data/1000683/0001213900-22-067692.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-11-03|edgar/data/1000683/0001213900-22-068977.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-11-04|edgar/data/1000683/0001213900-22-069224.txt
1000694|NOVAVAX INC|10-Q|2022-11-09|edgar/data/1000694/0001000694-22-000024.txt
1000694|NOVAVAX INC|8-K/A|2022-12-09|edgar/data/1000694/0001104659-22-125913.txt
1000694|NOVAVAX INC|8-K|2022-10-06|edgar/data/1000694/0001104659-22-106808.txt
1000694|NOVAVAX INC|8-K|2022-11-01|edgar/data/1000694/0001104659-22-113551.txt
1000694|NOVAVAX INC|8-K|2022-11-08|edgar/data/1000694/0001104659-22-115937.txt
1000694|NOVAVAX INC|8-K|2022-11-21|edgar/data/1000694/0001104659-22-120848.txt
1000694|NOVAVAX INC|8-K|2022-12-14|edgar/data/1000694/0001104659-22-127036.txt
1000694|NOVAVAX INC|8-K|2022-12-19|edgar/data/1000694/0001104659-22-128263.txt
1000694|NOVAVAX INC|8-K|2022-12-21|edgar/data/1000694/0001104659-22-128864.txt
1000694|NOVAVAX INC|8-K|2022-12-28|edgar/data/1000694/0001104659-22-130566.txt
1000697|WATERS CORP /DE/|10-Q|2022-11-03|edgar/data/1000697/0001193125-22-276585.txt
1000697|WATERS CORP /DE/|8-K/A|2022-12-14|edgar/data/1000697/0001193125-22-304473.txt
1000697|WATERS CORP /DE/|8-K|2022-11-01|edgar/data/1000697/0001193125-22-274470.txt
1000697|WATERS CORP /DE/|8-K|2022-11-23|edgar/data/1000697/0001193125-22-291639.txt
1000753|INSPERITY, INC.|10-Q|2022-10-31|edgar/data/1000753/0001000753-22-000050.txt
1000753|INSPERITY, INC.|8-K|2022-10-31|edgar/data/1000753/0001000753-22-000045.txt
1001082|DISH Network CORP|10-Q|2022-11-02|edgar/data/1001082/0001558370-22-015893.txt
1001082|DISH Network CORP|8-K|2022-11-02|edgar/data/1001082/0001104659-22-113780.txt
1001082|DISH Network CORP|8-K|2022-11-07|edgar/data/1001082/0001104659-22-115482.txt
1001082|DISH Network CORP|8-K|2022-11-15|edgar/data/1001082/0001104659-22-119157.txt
1001115|GEOSPACE TECHNOLOGIES CORP|10-K|2022-11-18|edgar/data/1001115/0000950170-22-025429.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-11-04|edgar/data/1001115/0001193125-22-278003.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-11-18|edgar/data/1001115/0001193125-22-288410.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-Q|2022-11-14|edgar/data/1001171/0001140361-22-041488.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-10-21|edgar/data/1001171/0001140361-22-038029.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-10-21|edgar/data/1001171/0001140361-22-038032.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-11-03|edgar/data/1001171/0001140361-22-039697.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-12-20|edgar/data/1001171/0001140361-22-046297.txt
100122|TUCSON ELECTRIC POWER CO|10-Q|2022-10-28|edgar/data/100122/0000100122-22-000037.txt
1001233|SANGAMO THERAPEUTICS, INC|10-Q|2022-11-03|edgar/data/1001233/0001628280-22-028168.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-10-12|edgar/data/1001233/0001628280-22-026271.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-11-03|edgar/data/1001233/0001628280-22-028167.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-12-12|edgar/data/1001233/0001628280-22-031695.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-12-19|edgar/data/1001233/0001628280-22-032209.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-12-23|edgar/data/1001233/0001628280-22-032552.txt
1001250|ESTEE LAUDER COMPANIES INC|10-Q|2022-11-02|edgar/data/1001250/0001001250-22-000182.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-11-02|edgar/data/1001250/0001001250-22-000168.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-11-15|edgar/data/1001250/0001001250-22-000199.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-11-23|edgar/data/1001250/0001001250-22-000217.txt
1001316|TG THERAPEUTICS, INC.|10-Q|2022-11-09|edgar/data/1001316/0001558370-22-017180.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-11-10|edgar/data/1001316/0001558370-22-017292.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-12-28|edgar/data/1001316/0001558370-22-019019.txt
1001385|NORTHWEST PIPE CO|10-Q|2022-11-09|edgar/data/1001385/0001437749-22-026589.txt
1001385|NORTHWEST PIPE CO|8-K|2022-11-08|edgar/data/1001385/0001437749-22-026363.txt
1001385|NORTHWEST PIPE CO|8-K|2022-12-12|edgar/data/1001385/0001437749-22-028913.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-Q|2022-11-14|edgar/data/1001601/0001493152-22-032162.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2022-11-14|edgar/data/1001614/0001001614-22-000035.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-10-26|edgar/data/1001614/0001001614-22-000028.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-11-14|edgar/data/1001614/0001001614-22-000033.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2022-10-31|edgar/data/1001838/0001558370-22-015661.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-10-28|edgar/data/1001838/0001104659-22-112560.txt
1001902|INTEVAC INC|10-Q|2022-11-03|edgar/data/1001902/0001193125-22-276878.txt
1001902|INTEVAC INC|8-K|2022-10-12|edgar/data/1001902/0001193125-22-261072.txt
1001902|INTEVAC INC|8-K|2022-11-02|edgar/data/1001902/0001193125-22-275818.txt
1001902|INTEVAC INC|8-K|2022-12-30|edgar/data/1001902/0001193125-22-315332.txt
1001907|ASTROTECH Corp|10-Q|2022-11-14|edgar/data/1001907/0001437749-22-027104.txt
1001907|ASTROTECH Corp|8-K|2022-11-10|edgar/data/1001907/0001437749-22-026776.txt
1001907|ASTROTECH Corp|8-K|2022-11-15|edgar/data/1001907/0001437749-22-027462.txt
1001907|ASTROTECH Corp|8-K|2022-11-23|edgar/data/1001907/0001437749-22-027965.txt
1001907|ASTROTECH Corp|8-K|2022-12-21|edgar/data/1001907/0001437749-22-029503.txt
1001907|ASTROTECH Corp|8-K|2022-12-21|edgar/data/1001907/0001437749-22-029528.txt
1002047|NetApp, Inc.|10-Q|2022-12-01|edgar/data/1002047/0000950170-22-025960.txt
1002047|NetApp, Inc.|8-K|2022-11-16|edgar/data/1002047/0000950170-22-025317.txt
1002047|NetApp, Inc.|8-K|2022-11-29|edgar/data/1002047/0000950170-22-025793.txt
1002590|STAR GROUP, L.P.|10-K|2022-12-07|edgar/data/1002590/0000950170-22-026161.txt
1002590|STAR GROUP, L.P.|8-K|2022-10-20|edgar/data/1002590/0001171843-22-006665.txt
1002590|STAR GROUP, L.P.|8-K|2022-12-07|edgar/data/1002590/0001171843-22-007889.txt
1002638|OPEN TEXT CORP|10-Q|2022-11-03|edgar/data/1002638/0001002638-22-000041.txt
1002638|OPEN TEXT CORP|8-K|2022-10-18|edgar/data/1002638/0001002638-22-000035.txt
1002638|OPEN TEXT CORP|8-K|2022-11-03|edgar/data/1002638/0001002638-22-000040.txt
1002638|OPEN TEXT CORP|8-K|2022-11-14|edgar/data/1002638/0001193125-22-283875.txt
1002638|OPEN TEXT CORP|8-K|2022-11-17|edgar/data/1002638/0001193125-22-287016.txt
1002638|OPEN TEXT CORP|8-K|2022-12-01|edgar/data/1002638/0001193125-22-296208.txt
1002638|OPEN TEXT CORP|8-K|2022-12-08|edgar/data/1002638/0001002638-22-000043.txt
1002638|OPEN TEXT CORP|8-K|2022-12-23|edgar/data/1002638/0001002638-22-000045.txt
1002771|Integrated Cannabis Solutions, Inc.|10-Q|2022-11-15|edgar/data/1002771/0001477932-22-008629.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K/A|2022-10-03|edgar/data/1002771/0001477932-22-007397.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K/A|2022-10-04|edgar/data/1002771/0001477932-22-007434.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K/A|2022-10-12|edgar/data/1002771/0001477932-22-007559.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-10-12|edgar/data/1002771/0001477932-22-007566.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-10-25|edgar/data/1002771/0001477932-22-007890.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-11-08|edgar/data/1002771/0001477932-22-008210.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-12-01|edgar/data/1002771/0001477932-22-009001.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-12-06|edgar/data/1002771/0001477932-22-009099.txt
1002910|AMEREN CORP|10-Q|2022-11-04|edgar/data/1002910/0001002910-22-000087.txt
1002910|AMEREN CORP|8-K|2022-11-03|edgar/data/1002910/0001002910-22-000086.txt
1002910|AMEREN CORP|8-K|2022-11-10|edgar/data/1002910/0001104659-22-117239.txt
1002910|AMEREN CORP|8-K|2022-11-22|edgar/data/1002910/0001104659-22-121129.txt
1002910|AMEREN CORP|8-K|2022-12-06|edgar/data/1002910/0001104659-22-124929.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|10-K|2022-10-20|edgar/data/1003078/0001003078-22-000127.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-10-11|edgar/data/1003078/0001003078-22-000108.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-10-20|edgar/data/1003078/0001003078-22-000124.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-12-05|edgar/data/1003078/0001003078-22-000161.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-12-16|edgar/data/1003078/0001003078-22-000174.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-12-20|edgar/data/1003078/0001003078-22-000179.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-10-03|edgar/data/1003410/0001104659-22-105242.txt
100378|TWIN DISC INC|10-Q|2022-11-09|edgar/data/100378/0001437749-22-026461.txt
100378|TWIN DISC INC|8-K|2022-10-31|edgar/data/100378/0001437749-22-025122.txt
100378|TWIN DISC INC|8-K|2022-11-04|edgar/data/100378/0001437749-22-025918.txt
100378|TWIN DISC INC|8-K|2022-11-10|edgar/data/100378/0001437749-22-026732.txt
1003815|BCTC IV ASSIGNOR CORP|10-Q|2022-11-10|edgar/data/1003815/0001410578-22-003135.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-K/A|2022-11-28|edgar/data/1004036/0000899715-22-000195.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q/A|2022-11-28|edgar/data/1004036/0000899715-22-000196.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q/A|2022-11-28|edgar/data/1004036/0000899715-22-000197.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q|2022-11-04|edgar/data/1004036/0000899715-22-000174.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|8-K|2022-10-17|edgar/data/1004036/0000899715-22-000166.txt
1004155|SOUTHERN Co GAS|10-Q|2022-10-27|edgar/data/1004155/0000092122-22-000064.txt
1004155|SOUTHERN Co GAS|8-K|2022-10-27|edgar/data/1004155/0000092122-22-000066.txt
1004315|NATIONAL GRID PLC|6-K|2022-11-10|edgar/data/1004315/0001004315-22-000104.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-Q|2022-11-07|edgar/data/1004434/0001004434-22-000054.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-10-18|edgar/data/1004434/0001004434-22-000044.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-11-07|edgar/data/1004434/0001004434-22-000051.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-11-21|edgar/data/1004434/0001193125-22-289485.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-12-30|edgar/data/1004434/0001193125-22-315487.txt
1004702|OCEANFIRST FINANCIAL CORP|10-Q|2022-11-09|edgar/data/1004702/0001004702-22-000123.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-10-21|edgar/data/1004702/0001004702-22-000115.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-10-24|edgar/data/1004702/0001004702-22-000117.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-11-09|edgar/data/1004702/0001004702-22-000121.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-11-30|edgar/data/1004702/0001004702-22-000125.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-Q|2022-11-22|edgar/data/1004724/0000950170-22-025615.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-10-27|edgar/data/1004724/0000950170-22-020360.txt
10048|BARNWELL INDUSTRIES INC|10-K|2022-12-29|edgar/data/10048/0000010048-22-000029.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-10-17|edgar/data/10048/0001140361-22-037314.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-12-19|edgar/data/10048/0001140361-22-046080.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-12-21|edgar/data/10048/0001140361-22-046418.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-12-30|edgar/data/10048/0001140361-22-047645.txt
100493|TYSON FOODS, INC.|10-K|2022-11-14|edgar/data/100493/0000100493-22-000097.txt
100493|TYSON FOODS, INC.|8-K|2022-11-14|edgar/data/100493/0000100493-22-000096.txt
1004980|PG&E Corp|10-Q|2022-10-27|edgar/data/1004980/0001004980-22-000133.txt
1004980|PG&E Corp|8-K|2022-10-27|edgar/data/1004980/0001004980-22-000132.txt
1004980|PG&E Corp|8-K|2022-11-30|edgar/data/1004980/0001193125-22-295403.txt
1004980|PG&E Corp|8-K|2022-12-02|edgar/data/1004980/0001308179-22-000384.txt
1004980|PG&E Corp|8-K|2022-12-15|edgar/data/1004980/0001308179-22-000407.txt
1004980|PG&E Corp|8-K|2022-12-15|edgar/data/1004980/0001308179-22-000408.txt
1004989|SPAR Group, Inc.|10-Q|2022-11-14|edgar/data/1004989/0001437749-22-027268.txt
1004989|SPAR Group, Inc.|8-K|2022-11-15|edgar/data/1004989/0001437749-22-027412.txt
1005020|VIRTUS OPPORTUNITIES TRUST|497|2022-12-15|edgar/data/1005020/0000930413-22-002108.txt
1005020|VIRTUS OPPORTUNITIES TRUST|497|2022-12-22|edgar/data/1005020/0000930413-22-002144.txt
1005101|Marygold Companies, Inc.|10-Q|2022-11-14|edgar/data/1005101/0001437749-22-027284.txt
1005101|Marygold Companies, Inc.|8-K|2022-10-25|edgar/data/1005101/0001437749-22-024640.txt
1005101|Marygold Companies, Inc.|8-K|2022-11-15|edgar/data/1005101/0001437749-22-027422.txt
1005101|Marygold Companies, Inc.|8-K|2022-11-23|edgar/data/1005101/0001171200-22-000363.txt
100517|United Airlines Holdings, Inc.|10-Q|2022-10-19|edgar/data/100517/0000100517-22-000078.txt
100517|United Airlines Holdings, Inc.|8-K|2022-10-18|edgar/data/100517/0000100517-22-000075.txt
100517|United Airlines Holdings, Inc.|8-K|2022-12-13|edgar/data/100517/0000100517-22-000090.txt
100517|United Airlines Holdings, Inc.|8-K|2022-12-23|edgar/data/100517/0000100517-22-000102.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-K|2022-11-23|edgar/data/1005210/0000950170-22-025646.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-10-19|edgar/data/1005210/0000950170-22-019737.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-10-20|edgar/data/1005210/0000950170-22-019767.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-11-10|edgar/data/1005210/0000950170-22-024174.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-11-15|edgar/data/1005210/0000950170-22-025168.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-12-29|edgar/data/1005210/0000950170-22-027091.txt
1005229|COLUMBUS MCKINNON CORP|10-Q|2022-10-27|edgar/data/1005229/0001005229-22-000288.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-10-17|edgar/data/1005229/0001005229-22-000283.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-10-21|edgar/data/1005229/0001193125-22-266765.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-10-27|edgar/data/1005229/0001005229-22-000286.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|10-K|2022-12-21|edgar/data/1005276/0001005276-22-000072.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-10-03|edgar/data/1005276/0001005276-22-000044.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-11-30|edgar/data/1005276/0001005276-22-000049.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-11-30|edgar/data/1005276/0001193125-22-294931.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-12-09|edgar/data/1005276/0001193125-22-301864.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-12-20|edgar/data/1005276/0001005276-22-000059.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-12-20|edgar/data/1005276/0001005276-22-000063.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-12-21|edgar/data/1005276/0001005276-22-000070.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-Q|2022-11-03|edgar/data/1005284/0000950170-22-021828.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-11-03|edgar/data/1005284/0000950170-22-021872.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-12-05|edgar/data/1005284/0000950170-22-026018.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-12-06|edgar/data/1005284/0000950170-22-026088.txt
1005286|LANDEC CORP \CA\|10-Q|2022-10-07|edgar/data/1005286/0001005286-22-000062.txt
1005286|LANDEC CORP \CA\|8-K|2022-10-06|edgar/data/1005286/0001005286-22-000060.txt
1005286|LANDEC CORP \CA\|8-K|2022-11-07|edgar/data/1005286/0001005286-22-000065.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2022-11-16|edgar/data/1005286/0001005286-22-000080.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2022-11-25|edgar/data/1005286/0001005286-22-000083.txt
1005731|IDT CORP|10-K|2022-10-14|edgar/data/1005731/0001493152-22-028469.txt
1005731|IDT CORP|10-Q|2022-12-13|edgar/data/1005731/0001493152-22-035216.txt
1005731|IDT CORP|8-K|2022-10-06|edgar/data/1005731/0001493152-22-027828.txt
1005731|IDT CORP|8-K|2022-10-25|edgar/data/1005731/0001493152-22-029489.txt
1005731|IDT CORP|8-K|2022-12-05|edgar/data/1005731/0001493152-22-034488.txt
1005731|IDT CORP|8-K|2022-12-07|edgar/data/1005731/0001493152-22-034696.txt
1005731|IDT CORP|8-K|2022-12-15|edgar/data/1005731/0001493152-22-035588.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-Q|2022-11-03|edgar/data/1005757/0000950170-22-021696.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-11-02|edgar/data/1005757/0001564590-22-036369.txt
1005817|TOMPKINS FINANCIAL CORP|10-Q|2022-11-07|edgar/data/1005817/0001005817-22-000015.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2022-10-28|edgar/data/1005817/0001387131-22-010905.txt
100591|ARGAN INC|10-Q|2022-12-07|edgar/data/100591/0001558370-22-018450.txt
100591|ARGAN INC|8-K|2022-11-08|edgar/data/100591/0001558370-22-016886.txt
100591|ARGAN INC|8-K|2022-12-07|edgar/data/100591/0001558370-22-018448.txt
100591|ARGAN INC|8-K|2022-12-14|edgar/data/100591/0001558370-22-018642.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-10-27|edgar/data/1005942/0000928816-22-001145.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-11-23|edgar/data/1005942/0000928816-22-001244.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-12-28|edgar/data/1005942/0000928816-22-001343.txt
1005942|PUTNAM FUNDS TRUST|497|2022-10-25|edgar/data/1005942/0000928816-22-001133.txt
1005942|PUTNAM FUNDS TRUST|497|2022-11-22|edgar/data/1005942/0000928816-22-001226.txt
1006028|PURE BIOSCIENCE, INC.|10-K|2022-10-28|edgar/data/1006028/0001493152-22-029844.txt
1006028|PURE BIOSCIENCE, INC.|10-Q|2022-12-14|edgar/data/1006028/0001493152-22-035441.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2022-10-28|edgar/data/1006028/0001493152-22-029839.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2022-12-14|edgar/data/1006028/0001493152-22-035436.txt
1006045|IRIDEX CORP|10-Q|2022-11-10|edgar/data/1006045/0000950170-22-024520.txt
1006045|IRIDEX CORP|8-K|2022-11-10|edgar/data/1006045/0000950170-22-024501.txt
1006281|Protalix BioTherapeutics, Inc.|10-Q|2022-11-14|edgar/data/1006281/0001558370-22-017554.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-11-14|edgar/data/1006281/0001558370-22-017549.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-12-21|edgar/data/1006281/0001558370-22-018894.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-12-27|edgar/data/1006281/0001558370-22-018990.txt
1006655|EVOLUTION PETROLEUM CORP|10-Q|2022-11-09|edgar/data/1006655/0001558370-22-017173.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-10-27|edgar/data/1006655/0001558370-22-015522.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-11-08|edgar/data/1006655/0001558370-22-016895.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-11-21|edgar/data/1006655/0001558370-22-018113.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-11-29|edgar/data/1006655/0001558370-22-018231.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-12-12|edgar/data/1006655/0001558370-22-018525.txt
1006830|CONSUMERS BANCORP INC /OH/|10-Q|2022-11-10|edgar/data/1006830/0001437749-22-026880.txt
1006830|CONSUMERS BANCORP INC /OH/|8-K|2022-10-24|edgar/data/1006830/0001437749-22-024551.txt
1006830|CONSUMERS BANCORP INC /OH/|8-K|2022-11-01|edgar/data/1006830/0001437749-22-025274.txt
1006830|CONSUMERS BANCORP INC /OH/|8-K|2022-12-21|edgar/data/1006830/0001437749-22-029491.txt
1006837|INNOVATE Corp.|10-Q|2022-11-02|edgar/data/1006837/0001006837-22-000117.txt
1006837|INNOVATE Corp.|8-K|2022-11-02|edgar/data/1006837/0001006837-22-000116.txt
1006837|INNOVATE Corp.|8-K|2022-11-16|edgar/data/1006837/0001006837-22-000134.txt
1006837|INNOVATE Corp.|8-K|2022-11-29|edgar/data/1006837/0001006837-22-000137.txt
100716|UNICO AMERICAN CORP|10-Q/A|2022-10-06|edgar/data/100716/0001654954-22-013406.txt
100716|UNICO AMERICAN CORP|8-K|2022-10-17|edgar/data/100716/0001654954-22-013796.txt
