Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2022
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1001115|GEOSPACE TECHNOLOGIES CORP|10-Q|2022-08-10|edgar/data/1001115/0000950170-22-016396.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-08-09|edgar/data/1001115/0001193125-22-215657.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-08-10|edgar/data/1001115/0001193125-22-217022.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-Q|2022-08-15|edgar/data/1001171/0001140361-22-029674.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-08-09|edgar/data/1001171/0001140361-22-028933.txt
100122|TUCSON ELECTRIC POWER CO|10-Q|2022-07-28|edgar/data/100122/0000100122-22-000031.txt
1001233|SANGAMO THERAPEUTICS, INC|10-Q|2022-08-04|edgar/data/1001233/0001628280-22-021140.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-08-04|edgar/data/1001233/0001628280-22-021048.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-08-09|edgar/data/1001233/0001628280-22-021955.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-08-30|edgar/data/1001233/0001628280-22-023857.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-09-22|edgar/data/1001233/0001628280-22-025356.txt
1001250|ESTEE LAUDER COMPANIES INC|10-K|2022-08-24|edgar/data/1001250/0001001250-22-000122.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-07-11|edgar/data/1001250/0001001250-22-000105.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-07-22|edgar/data/1001250/0001001250-22-000114.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-08-18|edgar/data/1001250/0001001250-22-000117.txt
1001316|TG THERAPEUTICS, INC.|10-Q|2022-08-09|edgar/data/1001316/0001558370-22-012854.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-08-08|edgar/data/1001316/0001558370-22-012517.txt
1001385|NORTHWEST PIPE CO|10-Q|2022-08-09|edgar/data/1001385/0001437749-22-019514.txt
1001385|NORTHWEST PIPE CO|8-K|2022-08-08|edgar/data/1001385/0001437749-22-019384.txt
1001385|NORTHWEST PIPE CO|8-K|2022-09-02|edgar/data/1001385/0001437749-22-021807.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-Q|2022-08-15|edgar/data/1001601/0001493152-22-022619.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|8-K/A|2022-08-12|edgar/data/1001601/0001493152-22-022402.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|8-K|2022-08-11|edgar/data/1001601/0001493152-22-022133.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|8-K|2022-09-14|edgar/data/1001601/0001493152-22-025813.txt
1001614|Riley Exploration Permian, Inc.|10-QT|2022-09-23|edgar/data/1001614/0001001614-22-000025.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2022-08-10|edgar/data/1001614/0001001614-22-000009.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-08-10|edgar/data/1001614/0001001614-22-000008.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-08-22|edgar/data/1001614/0001001614-22-000012.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-09-23|edgar/data/1001614/0001001614-22-000022.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2022-07-27|edgar/data/1001838/0001558370-22-011154.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-07-26|edgar/data/1001838/0001104659-22-082800.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-07-27|edgar/data/1001838/0001104659-22-083208.txt
1001902|INTEVAC INC|10-Q|2022-08-04|edgar/data/1001902/0001193125-22-212508.txt
1001902|INTEVAC INC|8-K|2022-08-03|edgar/data/1001902/0001193125-22-211259.txt
1001902|INTEVAC INC|8-K|2022-08-15|edgar/data/1001902/0001193125-22-221215.txt
1001907|ASTROTECH Corp|10-K|2022-09-15|edgar/data/1001907/0001437749-22-022502.txt
1001907|ASTROTECH Corp|8-K|2022-07-01|edgar/data/1001907/0001437749-22-016415.txt
1001907|ASTROTECH Corp|8-K|2022-08-24|edgar/data/1001907/0001437749-22-021246.txt
1001907|ASTROTECH Corp|8-K|2022-09-14|edgar/data/1001907/0001437749-22-022388.txt
1002047|NetApp, Inc.|10-Q|2022-08-30|edgar/data/1002047/0000950170-22-017904.txt
1002047|NetApp, Inc.|8-K|2022-08-24|edgar/data/1002047/0000950170-22-017731.txt
1002047|NetApp, Inc.|8-K|2022-09-14|edgar/data/1002047/0000950170-22-018490.txt
1002590|STAR GROUP, L.P.|10-Q|2022-08-03|edgar/data/1002590/0000950170-22-014249.txt
1002590|STAR GROUP, L.P.|8-K|2022-07-07|edgar/data/1002590/0000950170-22-012531.txt
1002590|STAR GROUP, L.P.|8-K|2022-07-14|edgar/data/1002590/0001171843-22-004857.txt
1002590|STAR GROUP, L.P.|8-K|2022-08-03|edgar/data/1002590/0001171843-22-005314.txt
1002590|STAR GROUP, L.P.|8-K|2022-08-22|edgar/data/1002590/0000950170-22-017652.txt
1002638|OPEN TEXT CORP|10-K|2022-08-05|edgar/data/1002638/0001002638-22-000029.txt
1002638|OPEN TEXT CORP|8-K/A|2022-08-29|edgar/data/1002638/0001193125-22-231494.txt
1002638|OPEN TEXT CORP|8-K|2022-08-05|edgar/data/1002638/0001002638-22-000028.txt
1002638|OPEN TEXT CORP|8-K|2022-08-25|edgar/data/1002638/0001193125-22-230049.txt
1002638|OPEN TEXT CORP|8-K|2022-09-15|edgar/data/1002638/0001002638-22-000033.txt
1002771|Integrated Cannabis Solutions, Inc.|10-Q|2022-08-12|edgar/data/1002771/0001477932-22-005921.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-07-22|edgar/data/1002771/0001477932-22-005309.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-08-24|edgar/data/1002771/0001477932-22-006431.txt
1002910|AMEREN CORP|10-Q|2022-08-08|edgar/data/1002910/0001002910-22-000072.txt
1002910|AMEREN CORP|8-K|2022-08-04|edgar/data/1002910/0001628280-22-021112.txt
1002910|AMEREN CORP|8-K|2022-08-29|edgar/data/1002910/0001104659-22-095574.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K/A|2022-09-07|edgar/data/1003078/0001003078-22-000096.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-07-22|edgar/data/1003078/0001003078-22-000081.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-09-16|edgar/data/1003078/0001003078-22-000101.txt
1003239|SEASONS SERIES TRUST|485BPOS|2022-07-27|edgar/data/1003239/0001193125-22-203518.txt
100334|AMERICAN CENTURY MUTUAL FUNDS, INC.|497|2022-07-29|edgar/data/100334/0000100334-22-000062.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|10-Q|2022-08-08|edgar/data/1003410/0000783280-22-000054.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-07-18|edgar/data/1003410/0000783280-22-000044.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-07-21|edgar/data/1003410/0000783280-22-000047.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-07-28|edgar/data/1003410/0000783280-22-000049.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-09-19|edgar/data/1003410/0001193125-22-246559.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-09-29|edgar/data/1003410/0001193125-22-254310.txt
1003632|SEI ASSET ALLOCATION TRUST|485BPOS|2022-07-29|edgar/data/1003632/0001104659-22-084291.txt
1003632|SEI ASSET ALLOCATION TRUST|497|2022-08-05|edgar/data/1003632/0001104659-22-086591.txt
100378|TWIN DISC INC|10-K|2022-09-08|edgar/data/100378/0001437749-22-022023.txt
100378|TWIN DISC INC|8-K|2022-07-06|edgar/data/100378/0001437749-22-016731.txt
100378|TWIN DISC INC|8-K|2022-08-08|edgar/data/100378/0001437749-22-019413.txt
100378|TWIN DISC INC|8-K|2022-09-01|edgar/data/100378/0001437749-22-021624.txt
100378|TWIN DISC INC|8-K|2022-09-02|edgar/data/100378/0001437749-22-021754.txt
100378|TWIN DISC INC|8-K|2022-09-15|edgar/data/100378/0001437749-22-022535.txt
1003815|BCTC IV ASSIGNOR CORP|10-Q|2022-08-11|edgar/data/1003815/0001410578-22-002250.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q|2022-08-08|edgar/data/1004036/0000899715-22-000151.txt
1004155|SOUTHERN Co GAS|10-Q|2022-07-28|edgar/data/1004155/0000092122-22-000039.txt
1004155|SOUTHERN Co GAS|8-K|2022-07-28|edgar/data/1004155/0000092122-22-000041.txt
1004155|SOUTHERN Co GAS|8-K|2022-09-09|edgar/data/1004155/0001004155-22-000015.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-Q|2022-08-04|edgar/data/1004434/0001004434-22-000039.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-08-01|edgar/data/1004434/0001004434-22-000035.txt
1004702|OCEANFIRST FINANCIAL CORP|10-Q|2022-08-04|edgar/data/1004702/0001004702-22-000113.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-07-19|edgar/data/1004702/0001004702-22-000107.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-07-28|edgar/data/1004702/0001004702-22-000109.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-Q|2022-08-23|edgar/data/1004724/0000950170-22-017694.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-07-26|edgar/data/1004724/0001193125-22-202074.txt
10048|BARNWELL INDUSTRIES INC|10-Q|2022-08-12|edgar/data/10048/0000010048-22-000016.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-08-12|edgar/data/10048/0001140361-22-029476.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-09-15|edgar/data/10048/0001140361-22-033373.txt
100493|TYSON FOODS, INC.|10-Q|2022-08-08|edgar/data/100493/0000100493-22-000078.txt
100493|TYSON FOODS, INC.|8-K|2022-08-08|edgar/data/100493/0000100493-22-000077.txt
100493|TYSON FOODS, INC.|8-K|2022-08-29|edgar/data/100493/0000100493-22-000084.txt
100493|TYSON FOODS, INC.|8-K|2022-09-27|edgar/data/100493/0000100493-22-000088.txt
1004980|PG&E Corp|10-Q|2022-07-28|edgar/data/1004980/0001004980-22-000112.txt
1004980|PG&E Corp|8-K|2022-07-21|edgar/data/1004980/0001193125-22-199190.txt
1004980|PG&E Corp|8-K|2022-07-28|edgar/data/1004980/0001004980-22-000111.txt
1004980|PG&E Corp|8-K|2022-09-07|edgar/data/1004980/0001308179-22-000353.txt
1004980|PG&E Corp|8-K|2022-09-26|edgar/data/1004980/0000950157-22-001053.txt
1004980|PG&E Corp|8-K|2022-09-28|edgar/data/1004980/0001308179-22-000369.txt
1004989|SPAR Group, Inc.|10-Q|2022-08-15|edgar/data/1004989/0001437749-22-020520.txt
1004989|SPAR Group, Inc.|8-K|2022-07-12|edgar/data/1004989/0001437749-22-016995.txt
1004989|SPAR Group, Inc.|8-K|2022-07-14|edgar/data/1004989/0001437749-22-017146.txt
1004989|SPAR Group, Inc.|8-K|2022-08-05|edgar/data/1004989/0001437749-22-019025.txt
1004989|SPAR Group, Inc.|8-K|2022-08-16|edgar/data/1004989/0001437749-22-020640.txt
1004989|SPAR Group, Inc.|8-K|2022-08-23|edgar/data/1004989/0001437749-22-021151.txt
1004989|SPAR Group, Inc.|8-K|2022-09-13|edgar/data/1004989/0001437749-22-022303.txt
1004989|SPAR Group, Inc.|8-K|2022-09-26|edgar/data/1004989/0001437749-22-023054.txt
1005020|VIRTUS OPPORTUNITIES TRUST|485BPOS|2022-09-27|edgar/data/1005020/0000930413-22-001697.txt
1005101|Marygold Companies, Inc.|10-K|2022-09-28|edgar/data/1005101/0001437749-22-023190.txt
1005101|Marygold Companies, Inc.|8-K|2022-08-11|edgar/data/1005101/0001437749-22-019996.txt
1005101|Marygold Companies, Inc.|8-K|2022-08-16|edgar/data/1005101/0001437749-22-020734.txt
1005101|Marygold Companies, Inc.|8-K|2022-09-29|edgar/data/1005101/0001437749-22-023239.txt
100517|United Airlines Holdings, Inc.|10-Q|2022-07-21|edgar/data/100517/0000100517-22-000047.txt
100517|United Airlines Holdings, Inc.|8-K|2022-07-15|edgar/data/100517/0000100517-22-000039.txt
100517|United Airlines Holdings, Inc.|8-K|2022-07-20|edgar/data/100517/0000100517-22-000045.txt
100517|United Airlines Holdings, Inc.|8-K|2022-09-07|edgar/data/100517/0000100517-22-000051.txt
100517|United Airlines Holdings, Inc.|8-K|2022-09-23|edgar/data/100517/0000100517-22-000056.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-Q|2022-08-04|edgar/data/1005210/0000950170-22-014586.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-07-20|edgar/data/1005210/0000950170-22-012828.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-07-21|edgar/data/1005210/0000950170-22-012845.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-08-04|edgar/data/1005210/0000950170-22-014481.txt
1005229|COLUMBUS MCKINNON CORP|10-Q|2022-07-28|edgar/data/1005229/0001005229-22-000240.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-07-18|edgar/data/1005229/0001005229-22-000181.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-07-18|edgar/data/1005229/0001005229-22-000183.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-07-22|edgar/data/1005229/0001005229-22-000201.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-07-28|edgar/data/1005229/0001005229-22-000239.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-08-23|edgar/data/1005229/0001005229-22-000278.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|10-Q|2022-08-11|edgar/data/1005276/0001005276-22-000041.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-08-11|edgar/data/1005276/0001005276-22-000038.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-Q|2022-08-04|edgar/data/1005284/0000950170-22-014730.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-08-04|edgar/data/1005284/0000950170-22-014781.txt
1005286|LANDEC CORP \CA\|10-K|2022-09-14|edgar/data/1005286/0001005286-22-000047.txt
1005286|LANDEC CORP \CA\|8-K|2022-08-10|edgar/data/1005286/0001005286-22-000029.txt
1005286|LANDEC CORP \CA\|8-K|2022-09-09|edgar/data/1005286/0001005286-22-000041.txt
1005286|LANDEC CORP \CA\|8-K|2022-09-14|edgar/data/1005286/0001005286-22-000049.txt
1005516|BOS BETTER ONLINE SOLUTIONS LTD|6-K|2022-09-29|edgar/data/1005516/0001213900-22-060013.txt
1005731|IDT CORP|8-K|2022-08-25|edgar/data/1005731/0001493152-22-024073.txt
1005731|IDT CORP|8-K|2022-09-23|edgar/data/1005731/0001493152-22-026690.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-Q|2022-08-04|edgar/data/1005757/0000950170-22-014653.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-08-03|edgar/data/1005757/0001564590-22-027763.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-08-18|edgar/data/1005757/0001564590-22-029744.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-09-06|edgar/data/1005757/0000950170-22-018098.txt
1005817|TOMPKINS FINANCIAL CORP|10-Q|2022-08-08|edgar/data/1005817/0001005817-22-000013.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2022-07-22|edgar/data/1005817/0001387131-22-007861.txt
100591|ARGAN INC|10-Q|2022-09-08|edgar/data/100591/0001558370-22-014285.txt
100591|ARGAN INC|8-K|2022-08-18|edgar/data/100591/0001558370-22-013789.txt
100591|ARGAN INC|8-K|2022-09-08|edgar/data/100591/0001558370-22-014282.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-08-25|edgar/data/1005942/0000928816-22-000917.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-09-26|edgar/data/1005942/0000928816-22-001044.txt
1005942|PUTNAM FUNDS TRUST|497|2022-09-29|edgar/data/1005942/0000928816-22-001074.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2022-07-19|edgar/data/1006028/0001493152-22-019817.txt
1006045|IRIDEX CORP|10-Q|2022-08-15|edgar/data/1006045/0000950170-22-017441.txt
1006045|IRIDEX CORP|8-K|2022-08-15|edgar/data/1006045/0000950170-22-017402.txt
1006281|Protalix BioTherapeutics, Inc.|10-Q|2022-08-15|edgar/data/1006281/0001558370-22-013560.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-08-15|edgar/data/1006281/0001558370-22-013557.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-09-01|edgar/data/1006281/0001558370-22-014127.txt
1006655|EVOLUTION PETROLEUM CORP|10-K|2022-09-14|edgar/data/1006655/0001558370-22-014404.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-07-05|edgar/data/1006655/0001104659-22-077354.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-08-08|edgar/data/1006655/0001558370-22-012503.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-09-12|edgar/data/1006655/0001558370-22-014335.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-09-13|edgar/data/1006655/0001558370-22-014373.txt
1006830|CONSUMERS BANCORP INC /OH/|10-K|2022-09-15|edgar/data/1006830/0001437749-22-022524.txt
1006830|CONSUMERS BANCORP INC /OH/|8-K|2022-08-03|edgar/data/1006830/0001437749-22-018558.txt
1006837|INNOVATE Corp.|10-Q|2022-08-03|edgar/data/1006837/0001006837-22-000097.txt
1006837|INNOVATE Corp.|8-K/A|2022-08-03|edgar/data/1006837/0001006837-22-000091.txt
1006837|INNOVATE Corp.|8-K|2022-08-03|edgar/data/1006837/0001006837-22-000096.txt
1006837|INNOVATE Corp.|8-K|2022-08-03|edgar/data/1006837/0001174947-22-000912.txt
1006837|INNOVATE Corp.|8-K|2022-09-16|edgar/data/1006837/0001006837-22-000104.txt
1006837|INNOVATE Corp.|8-K|2022-09-22|edgar/data/1006837/0001006837-22-000107.txt
1007019|COFFEE HOLDING CO INC|10-Q|2022-09-14|edgar/data/1007019/0001493152-22-025875.txt
1007019|COFFEE HOLDING CO INC|8-K|2022-07-05|edgar/data/1007019/0001493152-22-018573.txt
1007019|COFFEE HOLDING CO INC|8-K|2022-09-14|edgar/data/1007019/0001493152-22-025871.txt
1007019|COFFEE HOLDING CO INC|8-K|2022-09-30|edgar/data/1007019/0001493152-22-027210.txt
100716|UNICO AMERICAN CORP|10-K/A|2022-07-12|edgar/data/100716/0001654954-22-009590.txt
100716|UNICO AMERICAN CORP|10-K|2022-07-11|edgar/data/100716/0001654954-22-009504.txt
100716|UNICO AMERICAN CORP|10-Q|2022-08-22|edgar/data/100716/0001654954-22-011657.txt
100716|UNICO AMERICAN CORP|10-Q|2022-09-27|edgar/data/100716/0001654954-22-013001.txt
100716|UNICO AMERICAN CORP|8-K|2022-08-25|edgar/data/100716/0001654954-22-011837.txt
100716|UNICO AMERICAN CORP|8-K|2022-09-02|edgar/data/100716/0001654954-22-012096.txt
100716|UNICO AMERICAN CORP|8-K|2022-09-27|edgar/data/100716/0001654954-22-012984.txt
100726|UNIFI INC|10-K|2022-08-31|edgar/data/100726/0001564590-22-030581.txt
100726|UNIFI INC|8-K|2022-08-10|edgar/data/100726/0001564590-22-028954.txt
100726|UNIFI INC|8-K|2022-09-01|edgar/data/100726/0001564590-22-030709.txt
100726|UNIFI INC|8-K|2022-09-08|edgar/data/100726/0001564590-22-031239.txt
1007273|BANK OF SOUTH CAROLINA CORP|10-Q|2022-08-05|edgar/data/1007273/0001387131-22-008387.txt
1007273|BANK OF SOUTH CAROLINA CORP|8-K|2022-07-14|edgar/data/1007273/0001564590-22-025729.txt
1007273|BANK OF SOUTH CAROLINA CORP|8-K|2022-09-22|edgar/data/1007273/0001564590-22-032104.txt
1007587|KVH INDUSTRIES INC \DE\|10-Q|2022-08-09|edgar/data/1007587/0001007587-22-000011.txt
1007587|KVH INDUSTRIES INC \DE\|8-K/A|2022-08-16|edgar/data/1007587/0001007587-22-000013.txt
1007587|KVH INDUSTRIES INC \DE\|8-K|2022-08-09|edgar/data/1007587/0001007587-22-000010.txt
1007587|KVH INDUSTRIES INC \DE\|8-K|2022-08-10|edgar/data/1007587/0001007587-22-000012.txt
1007587|KVH INDUSTRIES INC \DE\|8-K|2022-08-19|edgar/data/1007587/0001104659-22-092784.txt
100790|UNION CARBIDE CORP /NEW/|10-Q|2022-07-22|edgar/data/100790/0000029915-22-000012.txt
100826|UNION ELECTRIC CO|10-Q|2022-08-08|edgar/data/100826/0001002910-22-000072.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|10-Q|2022-09-08|edgar/data/1008586/0001493152-22-025383.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|8-K|2022-07-06|edgar/data/1008586/0001493152-22-018691.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|8-K|2022-09-07|edgar/data/1008586/0001493152-22-025256.txt
1008653|Ecomax, Inc|10-K|2022-08-26|edgar/data/1008653/0001493152-22-024117.txt
1008654|TUPPERWARE BRANDS CORP|10-Q|2022-08-04|edgar/data/1008654/0001008654-22-000045.txt
1008654|TUPPERWARE BRANDS CORP|8-K|2022-08-03|edgar/data/1008654/0001008654-22-000041.txt
1008848|ACORDA THERAPEUTICS INC|10-Q|2022-08-09|edgar/data/1008848/0001564590-22-028759.txt
1008848|ACORDA THERAPEUTICS INC|8-K|2022-08-04|edgar/data/1008848/0001564590-22-028001.txt
1008848|ACORDA THERAPEUTICS INC|8-K|2022-08-19|edgar/data/1008848/0001564590-22-029763.txt
1008848|ACORDA THERAPEUTICS INC|8-K|2022-08-30|edgar/data/1008848/0001564590-22-030358.txt
100885|UNION PACIFIC CORP|10-Q|2022-07-21|edgar/data/100885/0001437749-22-017515.txt
100885|UNION PACIFIC CORP|8-K|2022-07-21|edgar/data/100885/0001437749-22-017481.txt
