Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    June 30, 2022
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1000298|IMPAC MORTGAGE HOLDINGS INC|8-K/A|2022-05-05|edgar/data/1000298/0001104659-22-056191.txt
1000298|IMPAC MORTGAGE HOLDINGS INC|8-K|2022-04-04|edgar/data/1000298/0001104659-22-042289.txt
1000298|IMPAC MORTGAGE HOLDINGS INC|8-K|2022-04-29|edgar/data/1000298/0001104659-22-053641.txt
1000298|IMPAC MORTGAGE HOLDINGS INC|8-K|2022-05-12|edgar/data/1000298/0001104659-22-059514.txt
1000298|IMPAC MORTGAGE HOLDINGS INC|8-K|2022-06-23|edgar/data/1000298/0001104659-22-073749.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|10-Q|2022-05-04|edgar/data/1000623/0001000623-22-000034.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-04-25|edgar/data/1000623/0001000623-22-000018.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-04-26|edgar/data/1000623/0001104659-22-050321.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-05-04|edgar/data/1000623/0001000623-22-000030.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-05-09|edgar/data/1000623/0001193125-22-144437.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-05-17|edgar/data/1000623/0001193125-22-153091.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-06-21|edgar/data/1000623/0001193125-22-177054.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-06-21|edgar/data/1000623/0001193125-22-177666.txt
1000623|SCHWEITZER MAUDUIT INTERNATIONAL INC|8-K|2022-06-29|edgar/data/1000623/0001193125-22-185048.txt
1000683|BLONDER TONGUE LABORATORIES INC|10-Q|2022-05-06|edgar/data/1000683/0001213900-22-024386.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-04-08|edgar/data/1000683/0001213900-22-018966.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-05-05|edgar/data/1000683/0001213900-22-024296.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-05-06|edgar/data/1000683/0001213900-22-024415.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-05-16|edgar/data/1000683/0001213900-22-027143.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-05-23|edgar/data/1000683/0001213900-22-029040.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-05-26|edgar/data/1000683/0001213900-22-029774.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-06-01|edgar/data/1000683/0001213900-22-030729.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-06-06|edgar/data/1000683/0001213900-22-031372.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-06-15|edgar/data/1000683/0001213900-22-033063.txt
1000683|BLONDER TONGUE LABORATORIES INC|8-K|2022-06-24|edgar/data/1000683/0001213900-22-034892.txt
1000694|NOVAVAX INC|10-Q|2022-05-10|edgar/data/1000694/0001000694-22-000009.txt
1000694|NOVAVAX INC|8-K|2022-04-20|edgar/data/1000694/0001104659-22-047695.txt
1000694|NOVAVAX INC|8-K|2022-05-10|edgar/data/1000694/0001104659-22-058315.txt
1000694|NOVAVAX INC|8-K|2022-06-21|edgar/data/1000694/0001104659-22-072966.txt
1000697|WATERS CORP /DE/|10-Q|2022-05-05|edgar/data/1000697/0001193125-22-141543.txt
1000697|WATERS CORP /DE/|8-K|2022-04-01|edgar/data/1000697/0001193125-22-092984.txt
1000697|WATERS CORP /DE/|8-K|2022-05-03|edgar/data/1000697/0001193125-22-137552.txt
1000697|WATERS CORP /DE/|8-K|2022-05-19|edgar/data/1000697/0001193125-22-154540.txt
1000697|WATERS CORP /DE/|8-K|2022-05-25|edgar/data/1000697/0001193125-22-159800.txt
1000753|INSPERITY, INC.|10-Q|2022-04-26|edgar/data/1000753/0001000753-22-000022.txt
1000753|INSPERITY, INC.|8-K|2022-04-26|edgar/data/1000753/0001000753-22-000019.txt
1000753|INSPERITY, INC.|8-K|2022-05-26|edgar/data/1000753/0001000753-22-000026.txt
1001082|DISH Network CORP|10-Q|2022-05-06|edgar/data/1001082/0001558370-22-007502.txt
1001082|DISH Network CORP|8-K|2022-05-03|edgar/data/1001082/0001001082-22-000017.txt
1001082|DISH Network CORP|8-K|2022-06-21|edgar/data/1001082/0001001082-22-000020.txt
1001082|DISH Network CORP|8-K|2022-06-23|edgar/data/1001082/0001001082-22-000024.txt
1001115|GEOSPACE TECHNOLOGIES CORP|10-Q|2022-05-12|edgar/data/1001115/0000950170-22-009623.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-04-28|edgar/data/1001115/0001193125-22-125707.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-05-10|edgar/data/1001115/0001193125-22-145933.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2022-05-12|edgar/data/1001115/0001193125-22-148209.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-K/A|2022-05-02|edgar/data/1001171/0001140361-22-017275.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-K|2022-04-15|edgar/data/1001171/0001140361-22-014670.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-Q|2022-05-16|edgar/data/1001171/0001140361-22-019262.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-05-11|edgar/data/1001171/0001140361-22-018669.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-05-16|edgar/data/1001171/0001140361-22-019157.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2022-06-08|edgar/data/1001171/0001140361-22-022257.txt
100122|TUCSON ELECTRIC POWER CO|10-K/A|2022-05-20|edgar/data/100122/0000100122-22-000020.txt
100122|TUCSON ELECTRIC POWER CO|10-Q|2022-05-04|edgar/data/100122/0000100122-22-000012.txt
1001233|SANGAMO THERAPEUTICS, INC|10-Q|2022-05-05|edgar/data/1001233/0001628280-22-012629.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-04-01|edgar/data/1001233/0001628280-22-008157.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-05-05|edgar/data/1001233/0001628280-22-012622.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-05-25|edgar/data/1001233/0001628280-22-015378.txt
1001250|ESTEE LAUDER COMPANIES INC|10-Q|2022-05-03|edgar/data/1001250/0001001250-22-000055.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K/A|2022-06-29|edgar/data/1001250/0001001250-22-000097.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-04-25|edgar/data/1001250/0001001250-22-000048.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-05-03|edgar/data/1001250/0001001250-22-000053.txt
1001290|CREDICORP LTD|20-F/A|2022-05-19|edgar/data/1001290/0001140361-22-019956.txt
1001290|CREDICORP LTD|20-F|2022-04-26|edgar/data/1001290/0001140361-22-015994.txt
1001316|TG THERAPEUTICS, INC.|10-Q|2022-05-10|edgar/data/1001316/0001558370-22-008130.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-04-18|edgar/data/1001316/0001558370-22-005537.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-06-23|edgar/data/1001316/0001558370-22-010227.txt
1001385|NORTHWEST PIPE CO|10-Q|2022-05-06|edgar/data/1001385/0001437749-22-011168.txt
1001385|NORTHWEST PIPE CO|8-K|2022-04-13|edgar/data/1001385/0001437749-22-008852.txt
1001385|NORTHWEST PIPE CO|8-K|2022-05-04|edgar/data/1001385/0001437749-22-010861.txt
1001385|NORTHWEST PIPE CO|8-K|2022-06-16|edgar/data/1001385/0001437749-22-015116.txt
1001385|NORTHWEST PIPE CO|8-K|2022-06-23|edgar/data/1001385/0001437749-22-015752.txt
1001385|NORTHWEST PIPE CO|8-K|2022-06-29|edgar/data/1001385/0001437749-22-016170.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-Q|2022-05-13|edgar/data/1001601/0001493152-22-013347.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2022-05-11|edgar/data/1001614/0001628280-22-013834.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-05-02|edgar/data/1001614/0001628280-22-011727.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-05-11|edgar/data/1001614/0001628280-22-013832.txt
1001807|PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK|20-F|2022-04-21|edgar/data/1001807/0001558370-22-005696.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2022-05-05|edgar/data/1001838/0001558370-22-007434.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-04-27|edgar/data/1001838/0001104659-22-051151.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-05-03|edgar/data/1001838/0001104659-22-055165.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-06-01|edgar/data/1001838/0001104659-22-066703.txt
1001902|INTEVAC INC|10-Q|2022-05-10|edgar/data/1001902/0001193125-22-146253.txt
1001902|INTEVAC INC|8-K|2022-05-09|edgar/data/1001902/0001193125-22-144972.txt
1001902|INTEVAC INC|8-K|2022-05-19|edgar/data/1001902/0001193125-22-155011.txt
1001907|ASTROTECH Corp|10-Q|2022-05-13|edgar/data/1001907/0001437749-22-012260.txt
1001907|ASTROTECH Corp|8-K/A|2022-04-18|edgar/data/1001907/0001564590-22-014643.txt
1001907|ASTROTECH Corp|8-K|2022-04-06|edgar/data/1001907/0001564590-22-013667.txt
1001907|ASTROTECH Corp|8-K|2022-04-26|edgar/data/1001907/0001564590-22-015593.txt
1001907|ASTROTECH Corp|8-K|2022-04-29|edgar/data/1001907/0001437749-22-010272.txt
1001907|ASTROTECH Corp|8-K|2022-05-13|edgar/data/1001907/0001437749-22-012246.txt
1001907|ASTROTECH Corp|8-K|2022-06-23|edgar/data/1001907/0001437749-22-015699.txt
1001907|ASTROTECH Corp|8-K|2022-06-23|edgar/data/1001907/0001437749-22-015764.txt
1002047|NetApp, Inc.|10-K|2022-06-16|edgar/data/1002047/0000950170-22-011708.txt
1002047|NetApp, Inc.|8-K|2022-06-01|edgar/data/1002047/0000950170-22-011019.txt
1002242|ENI SPA|20-F|2022-04-08|edgar/data/1002242/0001104659-22-043979.txt
1002427|Morgan Stanley Insight Fund|485BPOS|2022-04-28|edgar/data/1002427/0001133228-22-002820.txt
1002537|NEEDHAM FUNDS INC|485BPOS|2022-04-29|edgar/data/1002537/0000894189-22-003287.txt
1002590|STAR GROUP, L.P.|10-Q|2022-05-04|edgar/data/1002590/0001564590-22-017854.txt
1002590|STAR GROUP, L.P.|8-K|2022-04-14|edgar/data/1002590/0001171843-22-002584.txt
1002590|STAR GROUP, L.P.|8-K|2022-05-04|edgar/data/1002590/0001171843-22-003227.txt
1002624|T. Rowe Price Health Sciences Fund, Inc.|485BPOS|2022-04-28|edgar/data/1002624/0001741773-22-001345.txt
1002638|OPEN TEXT CORP|10-Q|2022-05-04|edgar/data/1002638/0001002638-22-000022.txt
1002638|OPEN TEXT CORP|8-K|2022-05-04|edgar/data/1002638/0001002638-22-000021.txt
1002771|Integrated Cannabis Solutions, Inc.|10-K|2022-04-05|edgar/data/1002771/0001477932-22-002067.txt
1002771|Integrated Cannabis Solutions, Inc.|10-Q|2022-05-06|edgar/data/1002771/0001477932-22-003048.txt
1002910|AMEREN CORP|10-Q|2022-05-06|edgar/data/1002910/0001002910-22-000061.txt
1002910|AMEREN CORP|8-K|2022-04-01|edgar/data/1002910/0001104659-22-041583.txt
1002910|AMEREN CORP|8-K|2022-05-05|edgar/data/1002910/0001002910-22-000060.txt
1002910|AMEREN CORP|8-K|2022-05-13|edgar/data/1002910/0001104659-22-060492.txt
1002910|AMEREN CORP|8-K|2022-05-16|edgar/data/1002910/0001104659-22-061402.txt
1002910|AMEREN CORP|8-K|2022-06-23|edgar/data/1002910/0001104659-22-073737.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|10-Q|2022-06-29|edgar/data/1003078/0001003078-22-000075.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-06-21|edgar/data/1003078/0001003078-22-000067.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-06-29|edgar/data/1003078/0001003078-22-000073.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|10-Q|2022-04-29|edgar/data/1003410/0000783280-22-000033.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-04-15|edgar/data/1003410/0001193125-22-106745.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-04-27|edgar/data/1003410/0000783280-22-000030.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-05-11|edgar/data/1003410/0000783280-22-000036.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-06-13|edgar/data/1003410/0001193125-22-172478.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-06-30|edgar/data/1003410/0001193125-22-185673.txt
1003632|SEI ASSET ALLOCATION TRUST|497|2022-05-17|edgar/data/1003632/0001104659-22-062044.txt
100378|TWIN DISC INC|10-Q|2022-05-04|edgar/data/100378/0001437749-22-010762.txt
100378|TWIN DISC INC|8-K|2022-05-04|edgar/data/100378/0001437749-22-010904.txt
1003815|BCTC IV ASSIGNOR CORP|10-Q|2022-05-11|edgar/data/1003815/0001410578-22-001286.txt
1003839|MATTHEW 25 FUND|485BPOS|2022-04-29|edgar/data/1003839/0001162044-22-000537.txt
1003924|MANOR INVESTMENT FUNDS INC|485BPOS|2022-04-29|edgar/data/1003924/0001162044-22-000539.txt
1003935|NICE Ltd.|20-F|2022-04-05|edgar/data/1003935/0001003935-22-000008.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q|2022-05-09|edgar/data/1004036/0000899715-22-000118.txt
1004155|SOUTHERN Co GAS|10-Q|2022-04-28|edgar/data/1004155/0000092122-22-000014.txt
1004155|SOUTHERN Co GAS|8-K|2022-04-28|edgar/data/1004155/0000092122-22-000016.txt
1004156|ARAUCO & CONSTITUTION PULP INC|20-F|2022-04-21|edgar/data/1004156/0001193125-22-111494.txt
1004315|NATIONAL GRID PLC|20-F|2022-06-07|edgar/data/1004315/0001004315-22-000057.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-Q|2022-05-06|edgar/data/1004434/0001004434-22-000028.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-05-02|edgar/data/1004434/0001004434-22-000023.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-05-27|edgar/data/1004434/0001193125-22-162415.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-05-31|edgar/data/1004434/0001193125-22-163993.txt
1004702|OCEANFIRST FINANCIAL CORP|10-Q|2022-05-05|edgar/data/1004702/0001004702-22-000087.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-04-19|edgar/data/1004702/0001004702-22-000083.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-04-28|edgar/data/1004702/0001004702-22-000085.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-05-31|edgar/data/1004702/0001004702-22-000099.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-Q|2022-05-31|edgar/data/1004724/0001564590-22-021737.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-04-18|edgar/data/1004724/0001564590-22-014659.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-05-03|edgar/data/1004724/0001564590-22-017231.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-05-06|edgar/data/1004724/0001564590-22-018447.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-05-31|edgar/data/1004724/0001564590-22-021902.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-06-01|edgar/data/1004724/0001193125-22-164629.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-06-17|edgar/data/1004724/0001564590-22-023569.txt
10048|BARNWELL INDUSTRIES INC|10-Q|2022-05-13|edgar/data/10048/0000010048-22-000011.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-05-06|edgar/data/10048/0001140361-22-018129.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-05-13|edgar/data/10048/0001140361-22-019088.txt
100493|TYSON FOODS, INC.|10-Q|2022-05-09|edgar/data/100493/0000100493-22-000064.txt
100493|TYSON FOODS, INC.|8-K|2022-05-09|edgar/data/100493/0000100493-22-000063.txt
1004980|PG&E Corp|10-Q|2022-04-28|edgar/data/1004980/0001004980-22-000070.txt
1004980|PG&E Corp|8-K|2022-04-04|edgar/data/1004980/0001193125-22-095125.txt
1004980|PG&E Corp|8-K|2022-04-11|edgar/data/1004980/0001308179-22-000229.txt
1004980|PG&E Corp|8-K|2022-04-21|edgar/data/1004980/0001193125-22-113240.txt
1004980|PG&E Corp|8-K|2022-04-21|edgar/data/1004980/0001308179-22-000249.txt
1004980|PG&E Corp|8-K|2022-04-28|edgar/data/1004980/0001004980-22-000069.txt
1004980|PG&E Corp|8-K|2022-05-11|edgar/data/1004980/0001193125-22-146523.txt
1004980|PG&E Corp|8-K|2022-05-23|edgar/data/1004980/0001308179-22-000327.txt
1004980|PG&E Corp|8-K|2022-05-31|edgar/data/1004980/0001308179-22-000331.txt
1004980|PG&E Corp|8-K|2022-06-08|edgar/data/1004980/0001193125-22-170214.txt
1004980|PG&E Corp|8-K|2022-06-09|edgar/data/1004980/0001839882-22-012836.txt
1004989|SPAR Group, Inc.|10-K/A|2022-05-02|edgar/data/1004989/0001437749-22-010342.txt
1004989|SPAR Group, Inc.|10-K|2022-04-15|edgar/data/1004989/0001437749-22-009005.txt
1004989|SPAR Group, Inc.|10-Q|2022-05-16|edgar/data/1004989/0001437749-22-012610.txt
1004989|SPAR Group, Inc.|8-K|2022-05-04|edgar/data/1004989/0001437749-22-010770.txt
1004989|SPAR Group, Inc.|8-K|2022-05-24|edgar/data/1004989/0001437749-22-013350.txt
1004989|SPAR Group, Inc.|8-K|2022-06-21|edgar/data/1004989/0001437749-22-015357.txt
1005020|VIRTUS OPPORTUNITIES TRUST|485BPOS|2022-04-05|edgar/data/1005020/0001104659-22-042847.txt
1005101|Marygold Companies, Inc.|10-Q|2022-05-16|edgar/data/1005101/0001437749-22-012607.txt
1005101|Marygold Companies, Inc.|8-K/A|2022-06-21|edgar/data/1005101/0001437749-22-015375.txt
1005101|Marygold Companies, Inc.|8-K|2022-04-19|edgar/data/1005101/0001437749-22-009214.txt
1005101|Marygold Companies, Inc.|8-K|2022-05-16|edgar/data/1005101/0001437749-22-012673.txt
100517|United Airlines Holdings, Inc.|10-Q|2022-04-21|edgar/data/100517/0000100517-22-000024.txt
100517|United Airlines Holdings, Inc.|8-K|2022-04-20|edgar/data/100517/0000100517-22-000022.txt
100517|United Airlines Holdings, Inc.|8-K|2022-05-16|edgar/data/100517/0000100517-22-000028.txt
100517|United Airlines Holdings, Inc.|8-K|2022-05-27|edgar/data/100517/0000100517-22-000031.txt
100517|United Airlines Holdings, Inc.|8-K|2022-05-31|edgar/data/100517/0000100517-22-000034.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-Q|2022-05-05|edgar/data/1005210/0001564590-22-018087.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-04-20|edgar/data/1005210/0001564590-22-014947.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-04-21|edgar/data/1005210/0001564590-22-015009.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-05-05|edgar/data/1005210/0001564590-22-018032.txt
1005229|COLUMBUS MCKINNON CORP|10-K|2022-05-25|edgar/data/1005229/0001005229-22-000157.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-04-15|edgar/data/1005229/0001005229-22-000075.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-05-25|edgar/data/1005229/0001005229-22-000155.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-05-26|edgar/data/1005229/0001005229-22-000160.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-06-23|edgar/data/1005229/0001005229-22-000176.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-06-23|edgar/data/1005229/0001005229-22-000179.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|10-Q|2022-05-12|edgar/data/1005276/0001005276-22-000024.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-05-12|edgar/data/1005276/0001005276-22-000021.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-06-03|edgar/data/1005276/0001005276-22-000030.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-Q|2022-05-05|edgar/data/1005284/0000950170-22-007797.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-05-05|edgar/data/1005284/0000950170-22-007836.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-06-27|edgar/data/1005284/0000950170-22-012185.txt
1005286|LANDEC CORP \CA\|10-Q|2022-04-07|edgar/data/1005286/0001005286-22-000020.txt
1005286|LANDEC CORP \CA\|8-K|2022-04-05|edgar/data/1005286/0001005286-22-000017.txt
1005286|LANDEC CORP \CA\|8-K|2022-06-02|edgar/data/1005286/0001005286-22-000026.txt
1005731|IDT CORP|10-Q|2022-06-09|edgar/data/1005731/0001493152-22-016275.txt
1005731|IDT CORP|8-K|2022-05-05|edgar/data/1005731/0001493152-22-012283.txt
1005731|IDT CORP|8-K|2022-06-02|edgar/data/1005731/0001493152-22-015739.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-Q|2022-05-05|edgar/data/1005757/0001564590-22-018177.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-05-04|edgar/data/1005757/0001564590-22-017851.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-05-23|edgar/data/1005757/0001564590-22-020936.txt
1005817|TOMPKINS FINANCIAL CORP|10-K/A|2022-04-13|edgar/data/1005817/0001005817-22-000008.txt
1005817|TOMPKINS FINANCIAL CORP|10-Q|2022-05-09|edgar/data/1005817/0001005817-22-000010.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2022-05-02|edgar/data/1005817/0001387131-22-005585.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2022-05-11|edgar/data/1005817/0001387131-22-005946.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2022-05-16|edgar/data/1005817/0001387131-22-006183.txt
100591|ARGAN INC|10-K|2022-04-13|edgar/data/100591/0001558370-22-005383.txt
100591|ARGAN INC|10-Q|2022-06-08|edgar/data/100591/0001558370-22-009830.txt
100591|ARGAN INC|8-K|2022-04-13|edgar/data/100591/0001558370-22-005379.txt
100591|ARGAN INC|8-K|2022-06-08|edgar/data/100591/0001558370-22-009827.txt
100591|ARGAN INC|8-K|2022-06-21|edgar/data/100591/0001558370-22-010146.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-06-28|edgar/data/1005942/0000928816-22-000691.txt
1005942|PUTNAM FUNDS TRUST|497|2022-05-27|edgar/data/1005942/0000928816-22-000620.txt
1006028|PURE BIOSCIENCE, INC.|10-Q|2022-06-14|edgar/data/1006028/0001493152-22-016732.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2022-06-14|edgar/data/1006028/0001493152-22-016729.txt
1006045|IRIDEX CORP|10-Q|2022-05-12|edgar/data/1006045/0001564590-22-019891.txt
1006045|IRIDEX CORP|8-K|2022-04-21|edgar/data/1006045/0001564590-22-015084.txt
1006045|IRIDEX CORP|8-K|2022-05-12|edgar/data/1006045/0001564590-22-019869.txt
1006045|IRIDEX CORP|8-K|2022-06-16|edgar/data/1006045/0001564590-22-023433.txt
1006281|Protalix BioTherapeutics, Inc.|10-Q|2022-05-16|edgar/data/1006281/0001558370-22-008847.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-04-04|edgar/data/1006281/0001558370-22-005043.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-05-02|edgar/data/1006281/0001558370-22-006566.txt
