Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    March 31, 2022
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1001233|SANGAMO THERAPEUTICS, INC|8-K|2022-03-28|edgar/data/1001233/0001628280-22-007438.txt
1001250|ESTEE LAUDER COMPANIES INC|10-Q|2022-02-03|edgar/data/1001250/0001001250-22-000006.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-02-03|edgar/data/1001250/0001001250-22-000004.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-02-24|edgar/data/1001250/0001001250-22-000020.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2022-02-28|edgar/data/1001250/0001001250-22-000023.txt
1001316|TG THERAPEUTICS, INC.|10-K|2022-03-01|edgar/data/1001316/0001558370-22-002617.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-01-04|edgar/data/1001316/0001558370-22-000026.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-01-27|edgar/data/1001316/0001558370-22-000487.txt
1001316|TG THERAPEUTICS, INC.|8-K|2022-03-01|edgar/data/1001316/0001558370-22-002470.txt
1001385|NORTHWEST PIPE CO|10-K|2022-03-16|edgar/data/1001385/0001437749-22-006431.txt
1001385|NORTHWEST PIPE CO|8-K|2022-02-14|edgar/data/1001385/0001437749-22-003257.txt
1001385|NORTHWEST PIPE CO|8-K|2022-03-09|edgar/data/1001385/0001437749-22-005697.txt
1001385|NORTHWEST PIPE CO|8-K|2022-03-15|edgar/data/1001385/0001437749-22-006295.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-K|2022-03-31|edgar/data/1001601/0001493152-22-008514.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|8-K|2022-01-25|edgar/data/1001601/0001493152-22-002197.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2022-02-14|edgar/data/1001614/0001628280-22-002503.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-01-27|edgar/data/1001614/0001628280-22-001391.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-02-14|edgar/data/1001614/0001628280-22-002496.txt
1001614|Riley Exploration Permian, Inc.|8-K|2022-03-24|edgar/data/1001614/0001628280-22-007188.txt
1001838|SOUTHERN COPPER CORP/|10-K/A|2022-03-08|edgar/data/1001838/0001558370-22-002995.txt
1001838|SOUTHERN COPPER CORP/|10-K/A|2022-03-08|edgar/data/1001838/0001558370-22-002999.txt
1001838|SOUTHERN COPPER CORP/|10-K|2022-03-07|edgar/data/1001838/0001558370-22-002968.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-01-31|edgar/data/1001838/0001104659-22-009732.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-02-02|edgar/data/1001838/0001104659-22-010925.txt
1001838|SOUTHERN COPPER CORP/|8-K|2022-03-15|edgar/data/1001838/0001104659-22-033893.txt
1001902|INTEVAC INC|10-K|2022-02-17|edgar/data/1001902/0001193125-22-045448.txt
1001902|INTEVAC INC|8-K|2022-01-03|edgar/data/1001902/0001193125-22-000589.txt
1001902|INTEVAC INC|8-K|2022-01-20|edgar/data/1001902/0001193125-22-013154.txt
1001902|INTEVAC INC|8-K|2022-02-01|edgar/data/1001902/0001193125-22-024578.txt
1001902|INTEVAC INC|8-K|2022-02-09|edgar/data/1001902/0001193125-22-032656.txt
1001902|INTEVAC INC|8-K|2022-03-03|edgar/data/1001902/0001193125-22-064318.txt
1001907|ASTROTECH Corp|10-Q|2022-02-14|edgar/data/1001907/0001564590-22-004900.txt
1001907|ASTROTECH Corp|8-K|2022-01-06|edgar/data/1001907/0001564590-22-000566.txt
1001907|ASTROTECH Corp|8-K|2022-02-11|edgar/data/1001907/0001564590-22-004734.txt
1001907|ASTROTECH Corp|8-K|2022-03-30|edgar/data/1001907/0001564590-22-012518.txt
1002047|NetApp, Inc.|10-Q|2022-03-02|edgar/data/1002047/0000950170-22-002669.txt
1002047|NetApp, Inc.|8-K|2022-02-14|edgar/data/1002047/0001193125-22-041835.txt
1002047|NetApp, Inc.|8-K|2022-02-23|edgar/data/1002047/0000950170-22-001772.txt
1002047|NetApp, Inc.|8-K|2022-03-22|edgar/data/1002047/0001193125-22-081663.txt
1002517|Nuance Communications, Inc.|10-Q|2022-02-07|edgar/data/1002517/0001002517-22-000017.txt
1002517|Nuance Communications, Inc.|8-K|2022-02-07|edgar/data/1002517/0001002517-22-000016.txt
1002517|Nuance Communications, Inc.|8-K|2022-03-01|edgar/data/1002517/0001002517-22-000019.txt
1002517|Nuance Communications, Inc.|8-K|2022-03-04|edgar/data/1002517/0001193125-22-066065.txt
1002537|NEEDHAM FUNDS INC|485BPOS|2022-02-08|edgar/data/1002537/0000894189-22-001083.txt
1002590|STAR GROUP, L.P.|10-Q|2022-02-02|edgar/data/1002590/0001564590-22-003613.txt
1002590|STAR GROUP, L.P.|8-K|2022-01-13|edgar/data/1002590/0001171843-22-000253.txt
1002590|STAR GROUP, L.P.|8-K|2022-02-02|edgar/data/1002590/0001171843-22-000713.txt
1002638|OPEN TEXT CORP|10-Q|2022-02-03|edgar/data/1002638/0001002638-22-000012.txt
1002638|OPEN TEXT CORP|8-K|2022-01-25|edgar/data/1002638/0001002638-22-000003.txt
1002638|OPEN TEXT CORP|8-K|2022-02-03|edgar/data/1002638/0001002638-22-000010.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K/A|2022-01-28|edgar/data/1002771/0001477932-22-000476.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-01-27|edgar/data/1002771/0001477932-22-000456.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K|2022-03-21|edgar/data/1002771/0001477932-22-001531.txt
1002910|AMEREN CORP|10-K|2022-02-23|edgar/data/1002910/0001002910-22-000038.txt
1002910|AMEREN CORP|8-K|2022-02-17|edgar/data/1002910/0001002910-22-000036.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|10-Q|2022-03-30|edgar/data/1003078/0001003078-22-000046.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-01-26|edgar/data/1003078/0001003078-22-000007.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-03-22|edgar/data/1003078/0001003078-22-000039.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2022-03-30|edgar/data/1003078/0001003078-22-000044.txt
1003239|SEASONS SERIES TRUST|485BPOS|2022-02-22|edgar/data/1003239/0001193125-22-048387.txt
1003239|SEASONS SERIES TRUST|497|2022-03-09|edgar/data/1003239/0001193125-22-070406.txt
100334|AMERICAN CENTURY MUTUAL FUNDS, INC.|485BPOS|2022-02-28|edgar/data/100334/0000100334-22-000023.txt
100334|AMERICAN CENTURY MUTUAL FUNDS, INC.|497|2022-01-21|edgar/data/100334/0000100334-22-000006.txt
100334|AMERICAN CENTURY MUTUAL FUNDS, INC.|497|2022-02-28|edgar/data/100334/0000100334-22-000038.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|10-K|2022-02-18|edgar/data/1003410/0000783280-22-000010.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-01-27|edgar/data/1003410/0000783280-22-000002.txt
1003410|DUKE REALTY Ltd PARTNERSHIP/|8-K|2022-02-18|edgar/data/1003410/0001193125-22-046127.txt
100378|TWIN DISC INC|10-Q|2022-02-09|edgar/data/100378/0001437749-22-002802.txt
100378|TWIN DISC INC|8-K|2022-02-02|edgar/data/100378/0001437749-22-002155.txt
100378|TWIN DISC INC|8-K|2022-02-07|edgar/data/100378/0001437749-22-002627.txt
100378|TWIN DISC INC|8-K|2022-03-04|edgar/data/100378/0001437749-22-005296.txt
100378|TWIN DISC INC|8-K|2022-03-15|edgar/data/100378/0001437749-22-006331.txt
1003815|BCTC IV ASSIGNOR CORP|10-K|2022-03-24|edgar/data/1003815/0001410578-22-000485.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-K|2022-02-22|edgar/data/1004036/0000899715-22-000036.txt
1004155|SOUTHERN Co GAS|10-K|2022-02-17|edgar/data/1004155/0000092122-22-000003.txt
1004155|SOUTHERN Co GAS|8-K|2022-02-17|edgar/data/1004155/0000092122-22-000005.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-K|2022-02-18|edgar/data/1004434/0001004434-22-000017.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-02-07|edgar/data/1004434/0001004434-22-000010.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2022-03-16|edgar/data/1004434/0001193125-22-076708.txt
1004530|Mountain Province Diamonds Inc.|40-F|2022-03-29|edgar/data/1004530/0001193125-22-086971.txt
1004655|VANGUARD WHITEHALL FUNDS|485BPOS|2022-02-25|edgar/data/1004655/0001683863-22-001061.txt
1004702|OCEANFIRST FINANCIAL CORP|10-K|2022-02-28|edgar/data/1004702/0001004702-22-000022.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K/A|2022-03-03|edgar/data/1004702/0001004702-22-000060.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-01-21|edgar/data/1004702/0001004702-22-000005.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-01-27|edgar/data/1004702/0001004702-22-000007.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-02-03|edgar/data/1004702/0001004702-22-000009.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-02-11|edgar/data/1004702/0001004702-22-000013.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-03-17|edgar/data/1004702/0001004702-22-000079.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2022-03-25|edgar/data/1004702/0001004702-22-000081.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-K|2022-02-22|edgar/data/1004724/0001564590-22-005755.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-01-06|edgar/data/1004724/0001564590-22-000569.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-02-28|edgar/data/1004724/0001564590-22-007371.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-02-28|edgar/data/1004724/0001564590-22-007662.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-03-28|edgar/data/1004724/0001564590-22-011843.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2022-03-29|edgar/data/1004724/0001564590-22-012069.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|S-4/A|2022-02-11|edgar/data/1004724/0001193125-22-037051.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|S-4/A|2022-02-22|edgar/data/1004724/0001193125-22-047761.txt
10048|BARNWELL INDUSTRIES INC|10-K/A|2022-01-27|edgar/data/10048/0001140361-22-002854.txt
10048|BARNWELL INDUSTRIES INC|10-Q|2022-02-11|edgar/data/10048/0000010048-22-000006.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-02-11|edgar/data/10048/0001140361-22-004711.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-03-08|edgar/data/10048/0001140361-22-008439.txt
10048|BARNWELL INDUSTRIES INC|8-K|2022-03-10|edgar/data/10048/0001140361-22-008952.txt
100493|TYSON FOODS, INC.|10-Q|2022-02-07|edgar/data/100493/0000100493-22-000016.txt
100493|TYSON FOODS, INC.|8-K|2022-01-12|edgar/data/100493/0000100493-22-000006.txt
100493|TYSON FOODS, INC.|8-K|2022-02-07|edgar/data/100493/0000100493-22-000015.txt
100493|TYSON FOODS, INC.|8-K|2022-02-14|edgar/data/100493/0000100493-22-000021.txt
1004980|PG&E Corp|10-K|2022-02-10|edgar/data/1004980/0001004980-22-000009.txt
1004980|PG&E Corp|8-K|2022-01-21|edgar/data/1004980/0001308179-22-000008.txt
1004980|PG&E Corp|8-K|2022-02-10|edgar/data/1004980/0001004980-22-000008.txt
1004980|PG&E Corp|8-K|2022-02-16|edgar/data/1004980/0000950157-22-000150.txt
1004980|PG&E Corp|8-K|2022-02-18|edgar/data/1004980/0001193125-22-046665.txt
1004980|PG&E Corp|8-K|2022-02-28|edgar/data/1004980/0001308179-22-000024.txt
1004980|PG&E Corp|8-K|2022-03-15|edgar/data/1004980/0001308179-22-000051.txt
1004989|SPAR Group, Inc.|8-K|2022-01-28|edgar/data/1004989/0001437749-22-001867.txt
1004989|SPAR Group, Inc.|8-K|2022-02-03|edgar/data/1004989/0001437749-22-002297.txt
1004989|SPAR Group, Inc.|8-K|2022-03-29|edgar/data/1004989/0001437749-22-007508.txt
1005020|VIRTUS OPPORTUNITIES TRUST|485BPOS|2022-01-27|edgar/data/1005020/0001104659-22-008323.txt
1005020|VIRTUS OPPORTUNITIES TRUST|497|2022-02-28|edgar/data/1005020/0001104659-22-027742.txt
1005101|CONCIERGE TECHNOLOGIES INC|10-Q|2022-02-14|edgar/data/1005101/0001437749-22-003270.txt
1005101|CONCIERGE TECHNOLOGIES INC|8-K|2022-03-07|edgar/data/1005101/0001171200-22-000059.txt
1005101|CONCIERGE TECHNOLOGIES INC|S-1/A|2022-01-31|edgar/data/1005101/0001171200-22-000031.txt
1005101|CONCIERGE TECHNOLOGIES INC|S-1/A|2022-02-18|edgar/data/1005101/0001171200-22-000043.txt
1005101|CONCIERGE TECHNOLOGIES INC|S-1/A|2022-03-03|edgar/data/1005101/0001171200-22-000053.txt
1005101|Marygold Companies, Inc.|8-K|2022-03-15|edgar/data/1005101/0001171200-22-000105.txt
100517|United Airlines Holdings, Inc.|10-K|2022-02-18|edgar/data/100517/0000100517-22-000009.txt
100517|United Airlines Holdings, Inc.|8-K|2022-01-19|edgar/data/100517/0000100517-22-000004.txt
100517|United Airlines Holdings, Inc.|8-K|2022-03-07|edgar/data/100517/0000100517-22-000012.txt
100517|United Airlines Holdings, Inc.|8-K|2022-03-15|edgar/data/100517/0000100517-22-000018.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-Q|2022-02-03|edgar/data/1005210/0001564590-22-003746.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-01-19|edgar/data/1005210/0001564590-22-001605.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-01-20|edgar/data/1005210/0001564590-22-001684.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2022-02-03|edgar/data/1005210/0001564590-22-003732.txt
1005229|COLUMBUS MCKINNON CORP|10-Q|2022-01-27|edgar/data/1005229/0001005229-22-000026.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-01-18|edgar/data/1005229/0001005229-22-000004.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-01-27|edgar/data/1005229/0001005229-22-000025.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-02-08|edgar/data/1005229/0001005229-22-000028.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2022-03-22|edgar/data/1005229/0001005229-22-000067.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|10-Q|2022-02-09|edgar/data/1005276/0001005276-22-000013.txt
1005276|MOHEGAN TRIBAL GAMING AUTHORITY|8-K|2022-02-09|edgar/data/1005276/0001005276-22-000010.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-K|2022-02-23|edgar/data/1005284/0000950170-22-001770.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2022-02-23|edgar/data/1005284/0000950170-22-001784.txt
1005286|LANDEC CORP \CA\|10-Q|2022-01-07|edgar/data/1005286/0001005286-22-000005.txt
1005286|LANDEC CORP \CA\|8-K|2022-01-05|edgar/data/1005286/0001005286-22-000002.txt
1005286|LANDEC CORP \CA\|8-K|2022-01-10|edgar/data/1005286/0001005286-22-000007.txt
1005286|LANDEC CORP \CA\|8-K|2022-01-24|edgar/data/1005286/0001005286-22-000013.txt
1005516|BOS BETTER ONLINE SOLUTIONS LTD|20-F|2022-03-31|edgar/data/1005516/0001213900-22-016881.txt
1005731|IDT CORP|10-Q|2022-03-14|edgar/data/1005731/0001493152-22-006733.txt
1005731|IDT CORP|8-K|2022-03-07|edgar/data/1005731/0001493152-22-006183.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-K|2022-02-18|edgar/data/1005757/0000950170-22-001463.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K/A|2022-02-22|edgar/data/1005757/0001564590-22-005932.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2022-02-01|edgar/data/1005757/0001564590-22-003364.txt
1005817|TOMPKINS FINANCIAL CORP|10-K|2022-03-01|edgar/data/1005817/0001005817-22-000003.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2022-01-28|edgar/data/1005817/0001387131-22-000966.txt
100591|ARGAN INC|8-K|2022-01-24|edgar/data/100591/0001558370-22-000385.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-02-25|edgar/data/1005942/0000928816-22-000283.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2022-03-28|edgar/data/1005942/0000928816-22-000376.txt
1005942|PUTNAM FUNDS TRUST|497|2022-01-13|edgar/data/1005942/0000928816-22-000121.txt
1005942|PUTNAM FUNDS TRUST|497|2022-02-01|edgar/data/1005942/0000928816-22-000213.txt
1005942|PUTNAM FUNDS TRUST|497|2022-03-31|edgar/data/1005942/0000928816-22-000427.txt
1006028|PURE BIOSCIENCE, INC.|10-Q|2022-03-15|edgar/data/1006028/0001493152-22-006865.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2022-02-08|edgar/data/1006028/0001493152-22-003505.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2022-03-15|edgar/data/1006028/0001493152-22-006861.txt
1006045|IRIDEX CORP|10-K|2022-03-15|edgar/data/1006045/0001564590-22-010477.txt
1006045|IRIDEX CORP|8-K|2022-01-11|edgar/data/1006045/0001564590-22-001014.txt
1006045|IRIDEX CORP|8-K|2022-03-10|edgar/data/1006045/0001564590-22-009648.txt
1006045|IRIDEX CORP|8-K|2022-03-21|edgar/data/1006045/0001564590-22-011195.txt
1006281|Protalix BioTherapeutics, Inc.|10-K|2022-03-31|edgar/data/1006281/0001558370-22-004823.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-02-24|edgar/data/1006281/0001558370-22-001858.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2022-03-31|edgar/data/1006281/0001558370-22-004821.txt
1006373|DEUTSCHE DWS INVESTMENTS VIT FUNDS|497|2022-03-04|edgar/data/1006373/0000088053-22-000243.txt
1006415|HARTFORD MUTUAL FUNDS INC/CT|485BPOS|2022-02-28|edgar/data/1006415/0001193125-22-057529.txt
1006415|HARTFORD MUTUAL FUNDS INC/CT|497|2022-03-01|edgar/data/1006415/0001193125-22-060526.txt
1006655|EVOLUTION PETROLEUM CORP|10-Q|2022-02-10|edgar/data/1006655/0001006655-22-000007.txt
1006655|EVOLUTION PETROLEUM CORP|8-K/A|2022-03-30|edgar/data/1006655/0001006655-22-000017.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-01-21|edgar/data/1006655/0001006655-22-000002.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-02-10|edgar/data/1006655/0001006655-22-000009.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2022-03-09|edgar/data/1006655/0001006655-22-000011.txt
1006830|CONSUMERS BANCORP INC /OH/|10-Q|2022-02-11|edgar/data/1006830/0001437749-22-003129.txt
1006830|CONSUMERS BANCORP INC /OH/|8-K|2022-01-20|edgar/data/1006830/0001437749-22-001286.txt
1006837|INNOVATE Corp.|10-K|2022-03-09|edgar/data/1006837/0001006837-22-000015.txt
1006837|INNOVATE Corp.|8-K|2022-01-04|edgar/data/1006837/0001006837-22-000006.txt
1006837|INNOVATE Corp.|8-K|2022-02-14|edgar/data/1006837/0001006837-22-000010.txt
1006837|INNOVATE Corp.|8-K|2022-03-09|edgar/data/1006837/0001006837-22-000013.txt
1006840|Cang Bao Tian Xia International Art Trade Center, Inc.|10-Q|2022-02-22|edgar/data/1006840/0001553350-22-000172.txt
1007019|COFFEE HOLDING CO INC|10-K|2022-01-31|edgar/data/1007019/0001493152-22-002765.txt
1007019|COFFEE HOLDING CO INC|10-Q|2022-03-17|edgar/data/1007019/0001493152-22-007191.txt
1007019|COFFEE HOLDING CO INC|8-K/A|2022-03-04|edgar/data/1007019/0001493152-22-006102.txt
1007019|COFFEE HOLDING CO INC|8-K|2022-01-31|edgar/data/1007019/0001493152-22-002664.txt
1007019|COFFEE HOLDING CO INC|8-K|2022-02-18|edgar/data/1007019/0001493152-22-004995.txt
1007019|COFFEE HOLDING CO INC|8-K|2022-03-18|edgar/data/1007019/0001493152-22-007192.txt
100716|UNICO AMERICAN CORP|10-Q|2022-03-29|edgar/data/100716/0001654954-22-003993.txt
100716|UNICO AMERICAN CORP|8-K|2022-01-18|edgar/data/100716/0001654954-22-000584.txt
100726|UNIFI INC|10-Q|2022-02-02|edgar/data/100726/0001564590-22-003607.txt
