Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    September 30, 2023
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1000230|OPTICAL CABLE CORP|10-Q|2023-09-12|edgar/data/1000230/0001437749-23-025666.txt
1000230|OPTICAL CABLE CORP|8-K|2023-09-13|edgar/data/1000230/0001437749-23-025779.txt
1000275|ROYAL BANK OF CANADA|6-K|2023-08-24|edgar/data/1000275/0001193125-23-219488.txt
1000623|Mativ Holdings, Inc.|10-Q|2023-08-09|edgar/data/1000623/0001000623-23-000051.txt
1000623|Mativ Holdings, Inc.|8-K|2023-08-02|edgar/data/1000623/0001193125-23-200888.txt
1000623|Mativ Holdings, Inc.|8-K|2023-08-08|edgar/data/1000623/0001193125-23-206287.txt
1000623|Mativ Holdings, Inc.|8-K|2023-08-09|edgar/data/1000623/0001000623-23-000052.txt
1000623|Mativ Holdings, Inc.|8-K|2023-09-22|edgar/data/1000623/0001193125-23-240523.txt
1000623|Mativ Holdings, Inc.|8-K|2023-09-29|edgar/data/1000623/0001193125-23-246522.txt
1000694|NOVAVAX INC|10-Q|2023-08-08|edgar/data/1000694/0001000694-23-000047.txt
1000694|NOVAVAX INC|8-K|2023-07-07|edgar/data/1000694/0001104659-23-079096.txt
1000694|NOVAVAX INC|8-K|2023-07-11|edgar/data/1000694/0001104659-23-080024.txt
1000694|NOVAVAX INC|8-K|2023-08-08|edgar/data/1000694/0001000694-23-000050.txt
1000694|NOVAVAX INC|8-K|2023-08-08|edgar/data/1000694/0001104659-23-088596.txt
1000694|NOVAVAX INC|8-K|2023-08-08|edgar/data/1000694/0001104659-23-088619.txt
1000697|WATERS CORP /DE/|10-Q|2023-08-02|edgar/data/1000697/0001193125-23-201115.txt
1000697|WATERS CORP /DE/|8-K|2023-08-02|edgar/data/1000697/0001193125-23-201110.txt
1000753|INSPERITY, INC.|10-Q|2023-08-01|edgar/data/1000753/0001000753-23-000040.txt
1000753|INSPERITY, INC.|8-K|2023-08-01|edgar/data/1000753/0001000753-23-000037.txt
1001082|DISH Network CORP|10-Q|2023-08-08|edgar/data/1001082/0001558370-23-013759.txt
1001082|DISH Network CORP|8-K|2023-08-08|edgar/data/1001082/0001104659-23-088620.txt
1001085|BROOKFIELD Corp /ON/|6-K|2023-08-14|edgar/data/1001085/0001001085-23-000018.txt
1001115|GEOSPACE TECHNOLOGIES CORP|10-Q|2023-08-11|edgar/data/1001115/0001437749-23-023223.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2023-07-06|edgar/data/1001115/0001437749-23-019450.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2023-08-01|edgar/data/1001115/0001437749-23-021331.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2023-08-10|edgar/data/1001115/0001437749-23-023116.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-Q|2023-08-14|edgar/data/1001171/0001140361-23-039725.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-08-09|edgar/data/1001171/0001140361-23-038637.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-09-25|edgar/data/1001171/0001140361-23-045118.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-09-29|edgar/data/1001171/0001140361-23-045983.txt
100122|TUCSON ELECTRIC POWER CO|10-Q|2023-08-02|edgar/data/100122/0000100122-23-000018.txt
100122|TUCSON ELECTRIC POWER CO|8-K|2023-08-09|edgar/data/100122/0000100122-23-000026.txt
1001233|SANGAMO THERAPEUTICS, INC|10-Q|2023-08-08|edgar/data/1001233/0001628280-23-028200.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2023-08-08|edgar/data/1001233/0001628280-23-028183.txt
1001250|ESTEE LAUDER COMPANIES INC|10-K|2023-08-18|edgar/data/1001250/0001001250-23-000112.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-07-19|edgar/data/1001250/0001140361-23-035105.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-08-18|edgar/data/1001250/0001001250-23-000110.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-08-24|edgar/data/1001250/0001001250-23-000119.txt
1001250|ESTEE LAUDER COMPANIES INC|DEF 14A|2023-09-28|edgar/data/1001250/0001104659-23-104591.txt
1001316|TG THERAPEUTICS, INC.|10-Q|2023-08-04|edgar/data/1001316/0001558370-23-013429.txt
1001316|TG THERAPEUTICS, INC.|8-K|2023-08-01|edgar/data/1001316/0001558370-23-012631.txt
1001385|NORTHWEST PIPE CO|10-Q|2023-08-03|edgar/data/1001385/0001437749-23-021918.txt
1001385|NORTHWEST PIPE CO|8-K|2023-07-03|edgar/data/1001385/0001437749-23-019231.txt
1001385|NORTHWEST PIPE CO|8-K|2023-08-02|edgar/data/1001385/0001437749-23-021664.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|8-K|2023-07-27|edgar/data/1001601/0001493152-23-025718.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2023-08-07|edgar/data/1001614/0001001614-23-000032.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-08-07|edgar/data/1001614/0001001614-23-000030.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-09-01|edgar/data/1001614/0001140361-23-042395.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2023-08-01|edgar/data/1001838/0001558370-23-012746.txt
1001838|SOUTHERN COPPER CORP/|8-K|2023-07-28|edgar/data/1001838/0001558370-23-012464.txt
1001902|INTEVAC INC|10-Q|2023-08-03|edgar/data/1001902/0001193125-23-202847.txt
1001902|INTEVAC INC|8-K/A|2023-08-22|edgar/data/1001902/0001193125-23-217978.txt
1001902|INTEVAC INC|8-K|2023-07-18|edgar/data/1001902/0001193125-23-188849.txt
1001902|INTEVAC INC|8-K|2023-08-02|edgar/data/1001902/0001193125-23-201704.txt
1001907|ASTROTECH Corp|10-K|2023-09-28|edgar/data/1001907/0001437749-23-027063.txt
1001907|ASTROTECH Corp|8-K|2023-08-01|edgar/data/1001907/0001437749-23-021453.txt
1001907|ASTROTECH Corp|8-K|2023-08-07|edgar/data/1001907/0001437749-23-022334.txt
1001907|ASTROTECH Corp|8-K|2023-09-28|edgar/data/1001907/0001437749-23-027021.txt
1002047|NetApp, Inc.|10-Q|2023-08-29|edgar/data/1002047/0000950170-23-045061.txt
1002047|NetApp, Inc.|8-K|2023-08-10|edgar/data/1002047/0000950170-23-041348.txt
1002047|NetApp, Inc.|8-K|2023-08-23|edgar/data/1002047/0000950170-23-044130.txt
1002047|NetApp, Inc.|8-K|2023-09-15|edgar/data/1002047/0000950170-23-048229.txt
1002047|NetApp, Inc.|DEF 14A|2023-07-28|edgar/data/1002047/0001308179-23-000928.txt
1002590|STAR GROUP, L.P.|10-Q|2023-08-02|edgar/data/1002590/0000950170-23-037158.txt
1002590|STAR GROUP, L.P.|8-K|2023-07-13|edgar/data/1002590/0001171843-23-004480.txt
1002590|STAR GROUP, L.P.|8-K|2023-08-02|edgar/data/1002590/0001171843-23-004902.txt
1002590|STAR GROUP, L.P.|8-K|2023-08-09|edgar/data/1002590/0001171843-23-005153.txt
1002590|STAR GROUP, L.P.|8-K|2023-09-26|edgar/data/1002590/0000950170-23-049945.txt
1002638|OPEN TEXT CORP|10-K|2023-08-03|edgar/data/1002638/0001002638-23-000022.txt
1002638|OPEN TEXT CORP|8-K|2023-08-03|edgar/data/1002638/0001002638-23-000021.txt
1002638|OPEN TEXT CORP|8-K|2023-08-14|edgar/data/1002638/0001193125-23-211560.txt
1002638|OPEN TEXT CORP|8-K|2023-09-14|edgar/data/1002638/0001002638-23-000025.txt
1002910|AMEREN CORP|10-Q|2023-08-03|edgar/data/1002910/0001002910-23-000102.txt
1002910|AMEREN CORP|8-K|2023-08-02|edgar/data/1002910/0001002910-23-000101.txt
1002910|AMEREN CORP|8-K|2023-08-14|edgar/data/1002910/0001104659-23-090991.txt
1002910|AMEREN CORP|8-K|2023-09-26|edgar/data/1002910/0001104659-23-103737.txt
1003239|SEASONS SERIES TRUST|485BPOS|2023-07-27|edgar/data/1003239/0001193125-23-196170.txt
100334|AMERICAN CENTURY MUTUAL FUNDS, INC.|497|2023-07-31|edgar/data/100334/0000100334-23-000045.txt
1003632|SEI ASSET ALLOCATION TRUST|485BPOS|2023-07-28|edgar/data/1003632/0001104659-23-085370.txt
1003632|SEI ASSET ALLOCATION TRUST|497|2023-08-04|edgar/data/1003632/0001104659-23-087778.txt
100378|TWIN DISC INC|10-K|2023-09-08|edgar/data/100378/0001437749-23-025446.txt
100378|TWIN DISC INC|8-K|2023-08-09|edgar/data/100378/0001437749-23-022619.txt
100378|TWIN DISC INC|8-K|2023-08-16|edgar/data/100378/0001437749-23-023904.txt
100378|TWIN DISC INC|8-K|2023-08-16|edgar/data/100378/0001437749-23-023905.txt
1003815|BCTC IV ASSIGNOR CORP|10-Q|2023-08-10|edgar/data/1003815/0001410578-23-001673.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q|2023-08-04|edgar/data/1004036/0000899715-23-000130.txt
1004155|SOUTHERN CO GAS|10-Q|2023-08-03|edgar/data/1004155/0000092122-23-000070.txt
1004155|SOUTHERN CO GAS|8-K|2023-08-03|edgar/data/1004155/0000092122-23-000072.txt
1004155|SOUTHERN CO GAS|8-K|2023-09-14|edgar/data/1004155/0001004155-23-000014.txt
1004156|ARAUCO & CONSTITUTION PULP INC|20-F/A|2023-07-12|edgar/data/1004156/0001575872-23-001141.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-Q|2023-08-07|edgar/data/1004434/0001004434-23-000025.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2023-07-26|edgar/data/1004434/0001004434-23-000021.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2023-09-25|edgar/data/1004434/0001193125-23-240937.txt
1004702|OCEANFIRST FINANCIAL CORP|10-Q|2023-08-03|edgar/data/1004702/0001004702-23-000133.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-07-20|edgar/data/1004702/0001004702-23-000131.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-08-31|edgar/data/1004702/0001004702-23-000137.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-09-14|edgar/data/1004702/0001004702-23-000142.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-09-19|edgar/data/1004702/0001004702-23-000144.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-Q|2023-08-18|edgar/data/1004724/0000950170-23-043467.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2023-07-03|edgar/data/1004724/0001493152-23-023227.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2023-07-06|edgar/data/1004724/0001493152-23-023812.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2023-07-06|edgar/data/1004724/0001493152-23-023826.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2023-08-07|edgar/data/1004724/0001493152-23-027015.txt
10048|BARNWELL INDUSTRIES INC|10-Q|2023-08-14|edgar/data/10048/0000010048-23-000017.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-08-11|edgar/data/10048/0001140361-23-039317.txt
100493|TYSON FOODS, INC.|10-Q|2023-08-10|edgar/data/100493/0000100493-23-000089.txt
100493|TYSON FOODS, INC.|8-K|2023-08-07|edgar/data/100493/0000100493-23-000084.txt
100493|TYSON FOODS, INC.|8-K|2023-09-07|edgar/data/100493/0000100493-23-000092.txt
1004980|PG&E Corp|10-Q|2023-07-27|edgar/data/1004980/0001004980-23-000135.txt
1004980|PG&E Corp|8-K|2023-07-27|edgar/data/1004980/0001004980-23-000134.txt
1004980|PG&E Corp|8-K|2023-08-16|edgar/data/1004980/0001308179-23-000972.txt
1004980|PG&E Corp|8-K|2023-09-18|edgar/data/1004980/0001387131-23-011237.txt
1004989|SPAR Group, Inc.|10-Q|2023-08-14|edgar/data/1004989/0001437749-23-023713.txt
1004989|SPAR Group, Inc.|8-K|2023-07-13|edgar/data/1004989/0001437749-23-019875.txt
1004989|SPAR Group, Inc.|8-K|2023-08-16|edgar/data/1004989/0001437749-23-023944.txt
1004989|SPAR Group, Inc.|8-K|2023-08-22|edgar/data/1004989/0001437749-23-024412.txt
1004989|SPAR Group, Inc.|8-K|2023-09-13|edgar/data/1004989/0001437749-23-025771.txt
1005020|VIRTUS OPPORTUNITIES TRUST|485BPOS|2023-09-26|edgar/data/1005020/0000930413-23-002211.txt
1005101|Marygold Companies, Inc.|10-K|2023-09-25|edgar/data/1005101/0001437749-23-026697.txt
100517|United Airlines Holdings, Inc.|10-Q|2023-07-20|edgar/data/100517/0000100517-23-000153.txt
100517|United Airlines Holdings, Inc.|8-K|2023-07-19|edgar/data/100517/0000100517-23-000150.txt
100517|United Airlines Holdings, Inc.|8-K|2023-09-06|edgar/data/100517/0000100517-23-000159.txt
100517|United Airlines Holdings, Inc.|8-K|2023-09-22|edgar/data/100517/0001104659-23-103019.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-Q|2023-08-03|edgar/data/1005210/0000950170-23-037696.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-07-19|edgar/data/1005210/0000950170-23-033545.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-07-20|edgar/data/1005210/0000950170-23-033595.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-08-03|edgar/data/1005210/0000950170-23-037609.txt
1005229|COLUMBUS MCKINNON CORP|10-Q|2023-08-02|edgar/data/1005229/0001005229-23-000232.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-07-11|edgar/data/1005229/0001193125-23-185390.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-07-24|edgar/data/1005229/0001005229-23-000201.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-07-28|edgar/data/1005229/0001005229-23-000222.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-08-02|edgar/data/1005229/0001005229-23-000229.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-Q|2023-08-03|edgar/data/1005284/0000950170-23-037976.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2023-08-03|edgar/data/1005284/0000950170-23-037959.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-08-22|edgar/data/1005286/0001005286-23-000106.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-08-31|edgar/data/1005286/0001005286-23-000108.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-07-21|edgar/data/1005336/0001193125-23-190869.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-09-01|edgar/data/1005336/0001193125-23-226924.txt
1005516|BOS BETTER ONLINE SOLUTIONS LTD|6-K|2023-09-29|edgar/data/1005516/0001213900-23-080985.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-Q|2023-08-03|edgar/data/1005757/0000950170-23-037789.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K/A|2023-08-18|edgar/data/1005757/0000950170-23-043373.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-07-06|edgar/data/1005757/0000950170-23-031908.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-08-02|edgar/data/1005757/0000950170-23-037160.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-08-30|edgar/data/1005757/0000950170-23-045433.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-09-07|edgar/data/1005757/0000950170-23-046873.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-09-11|edgar/data/1005757/0000950170-23-047516.txt
1005817|TOMPKINS FINANCIAL CORP|10-Q|2023-08-09|edgar/data/1005817/0001005817-23-000009.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-07-12|edgar/data/1005817/0001387131-23-008394.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-07-21|edgar/data/1005817/0001005817-23-000007.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-09-18|edgar/data/1005817/0001387131-23-011299.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-09-29|edgar/data/1005817/0001387131-23-011804.txt
100591|ARGAN INC|10-Q|2023-09-06|edgar/data/100591/0001558370-23-015513.txt
100591|ARGAN INC|8-K|2023-08-23|edgar/data/100591/0001558370-23-015221.txt
100591|ARGAN INC|8-K|2023-09-06|edgar/data/100591/0001558370-23-015508.txt
100591|ARGAN INC|8-K|2023-09-19|edgar/data/100591/0001558370-23-015888.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-08-25|edgar/data/1005942/0000928816-23-001261.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-09-26|edgar/data/1005942/0000928816-23-001412.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2023-07-10|edgar/data/1006028/0001493152-23-024119.txt
1006045|IRIDEX CORP|10-Q|2023-08-10|edgar/data/1006045/0000950170-23-041376.txt
1006045|IRIDEX CORP|8-K|2023-08-10|edgar/data/1006045/0000950170-23-041340.txt
1006281|Protalix BioTherapeutics, Inc.|10-Q|2023-08-07|edgar/data/1006281/0001558370-23-013483.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2023-07-13|edgar/data/1006281/0001558370-23-011868.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2023-08-07|edgar/data/1006281/0001558370-23-013481.txt
1006281|Protalix BioTherapeutics, Inc.|8-K|2023-09-12|edgar/data/1006281/0001558370-23-015635.txt
1006655|EVOLUTION PETROLEUM CORP|10-K|2023-09-13|edgar/data/1006655/0001558370-23-015706.txt
1006655|EVOLUTION PETROLEUM CORP|8-K|2023-09-12|edgar/data/1006655/0001558370-23-015660.txt
1006830|CONSUMERS BANCORP INC /OH/|10-K|2023-09-07|edgar/data/1006830/0001437749-23-025368.txt
1006830|CONSUMERS BANCORP INC /OH/|8-K|2023-08-10|edgar/data/1006830/0001437749-23-022976.txt
1006837|INNOVATE Corp.|10-Q|2023-08-09|edgar/data/1006837/0001006837-23-000098.txt
1006837|INNOVATE Corp.|8-K|2023-07-24|edgar/data/1006837/0001006837-23-000083.txt
1006837|INNOVATE Corp.|8-K|2023-07-25|edgar/data/1006837/0001006837-23-000086.txt
1006837|INNOVATE Corp.|8-K|2023-08-09|edgar/data/1006837/0001006837-23-000097.txt
1006837|INNOVATE Corp.|8-K|2023-09-21|edgar/data/1006837/0001006837-23-000103.txt
1007019|COFFEE HOLDING CO INC|10-Q|2023-09-14|edgar/data/1007019/0001493152-23-032647.txt
1007019|COFFEE HOLDING CO INC|8-K|2023-07-03|edgar/data/1007019/0001493152-23-023315.txt
1007019|COFFEE HOLDING CO INC|8-K|2023-09-20|edgar/data/1007019/0001493152-23-033223.txt
1007019|COFFEE HOLDING CO INC|8-K|2023-09-28|edgar/data/1007019/0001493152-23-034505.txt
1007019|COFFEE HOLDING CO INC|8-K|2023-09-28|edgar/data/1007019/0001493152-23-034510.txt
100726|UNIFI INC|10-K|2023-08-25|edgar/data/100726/0000950170-23-044490.txt
100726|UNIFI INC|8-K|2023-07-26|edgar/data/100726/0000950170-23-034574.txt
100726|UNIFI INC|8-K|2023-08-23|edgar/data/100726/0000950170-23-044149.txt
100726|UNIFI INC|DEF 14A|2023-09-08|edgar/data/100726/0000950170-23-047143.txt
100726|UNIFI INC|DEFA14A|2023-09-08|edgar/data/100726/0000950170-23-047157.txt
1007273|BANK OF SOUTH CAROLINA CORP|10-Q|2023-08-04|edgar/data/1007273/0001387131-23-009289.txt
1007273|BANK OF SOUTH CAROLINA CORP|8-K|2023-07-13|edgar/data/1007273/0000950170-23-032768.txt
1007273|BANK OF SOUTH CAROLINA CORP|8-K|2023-08-24|edgar/data/1007273/0000950170-23-044275.txt
1007273|BANK OF SOUTH CAROLINA CORP|8-K|2023-09-28|edgar/data/1007273/0000950170-23-050282.txt
1007571|RIVERSOURCE OF NEW YORK VARIABLE ANNUITY ACCOUNT|497|2023-08-14|edgar/data/1007571/0001193125-23-211721.txt
1007571|RIVERSOURCE OF NEW YORK VARIABLE ANNUITY ACCOUNT|497|2023-08-14|edgar/data/1007571/0001193125-23-211748.txt
1007571|RIVERSOURCE OF NEW YORK VARIABLE ANNUITY ACCOUNT|497|2023-08-14|edgar/data/1007571/0001193125-23-211774.txt
1007587|KVH INDUSTRIES INC \DE\|10-Q|2023-08-09|edgar/data/1007587/0001007587-23-000007.txt
1007587|KVH INDUSTRIES INC \DE\|8-K|2023-08-09|edgar/data/1007587/0001007587-23-000006.txt
100790|UNION CARBIDE CORP /NEW/|10-Q|2023-07-26|edgar/data/100790/0000029915-23-000010.txt
1008003|PRUDENTIAL VARIABLE CONTRACT ACCOUNT GI-2|497|2023-07-13|edgar/data/1008003/0000828972-23-000045.txt
1008003|PRUDENTIAL VARIABLE CONTRACT ACCOUNT GI-2|497|2023-07-13|edgar/data/1008003/0000828972-23-000046.txt
100826|UNION ELECTRIC CO|10-Q|2023-08-03|edgar/data/100826/0001002910-23-000102.txt
100826|UNION ELECTRIC CO|8-K|2023-09-26|edgar/data/100826/0001104659-23-103737.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|10-Q|2023-09-14|edgar/data/1008586/0001493152-23-032654.txt
1008586|STREAMLINE HEALTH SOLUTIONS INC.|8-K|2023-09-14|edgar/data/1008586/0001493152-23-032576.txt
1008654|TUPPERWARE BRANDS CORP|8-K|2023-07-07|edgar/data/1008654/0001008654-23-000057.txt
1008654|TUPPERWARE BRANDS CORP|8-K|2023-08-03|edgar/data/1008654/0001008654-23-000062.txt
1008654|TUPPERWARE BRANDS CORP|8-K|2023-08-11|edgar/data/1008654/0001008654-23-000065.txt
1008654|TUPPERWARE BRANDS CORP|8-K|2023-08-25|edgar/data/1008654/0001008654-23-000068.txt
1008654|TUPPERWARE BRANDS CORP|8-K|2023-09-18|edgar/data/1008654/0001008654-23-000070.txt
1008848|Acorda Therapeutics, Inc.|10-Q|2023-08-09|edgar/data/1008848/0000950170-23-039975.txt
1008848|Acorda Therapeutics, Inc.|8-K|2023-08-08|edgar/data/1008848/0000950170-23-039816.txt
100885|UNION PACIFIC CORP|10-Q|2023-07-26|edgar/data/100885/0001437749-23-020699.txt
100885|UNION PACIFIC CORP|8-K|2023-07-26|edgar/data/100885/0001437749-23-020647.txt
100885|UNION PACIFIC CORP|8-K|2023-07-26|edgar/data/100885/0001437749-23-020718.txt
100885|UNION PACIFIC CORP|8-K|2023-08-11|edgar/data/100885/0001437749-23-023361.txt
100885|UNION PACIFIC CORP|8-K|2023-09-29|edgar/data/100885/0001437749-23-027169.txt
1009759|Capstone Green Energy Corp|8-K|2023-07-07|edgar/data/1009759/0001558370-23-011736.txt
1009759|Capstone Green Energy Corp|8-K|2023-08-14|edgar/data/1009759/0001558370-23-014732.txt
1009759|Capstone Green Energy Corp|8-K|2023-08-18|edgar/data/1009759/0001558370-23-015108.txt
1009759|Capstone Green Energy Corp|8-K|2023-09-15|edgar/data/1009759/0001558370-23-015767.txt
1009759|Capstone Green Energy Corp|8-K|2023-09-22|edgar/data/1009759/0001558370-23-015948.txt
1009759|Capstone Green Energy Corp|8-K|2023-09-28|edgar/data/1009759/0001558370-23-016108.txt
1009829|JAKKS PACIFIC INC|10-Q|2023-08-14|edgar/data/1009829/0001185185-23-000832.txt
1009829|JAKKS PACIFIC INC|8-K|2023-07-28|edgar/data/1009829/0001185185-23-000766.txt
1009891|AIR INDUSTRIES GROUP|10-Q|2023-08-11|edgar/data/1009891/0001213900-23-066168.txt
1009891|AIR INDUSTRIES GROUP|10-Q|2023-08-18|edgar/data/1009891/0001213900-23-068816.txt
1009891|AIR INDUSTRIES GROUP|8-K|2023-07-10|edgar/data/1009891/0001213900-23-055664.txt
1009891|AIR INDUSTRIES GROUP|8-K|2023-07-12|edgar/data/1009891/0001213900-23-056322.txt
1009891|AIR INDUSTRIES GROUP|8-K|2023-08-08|edgar/data/1009891/0001213900-23-064251.txt
1009891|AIR INDUSTRIES GROUP|8-K|2023-08-10|edgar/data/1009891/0001213900-23-065140.txt
1009891|AIR INDUSTRIES GROUP|8-K|2023-09-08|edgar/data/1009891/0001213900-23-075180.txt
1009891|AIR INDUSTRIES GROUP|8-K|2023-09-18|edgar/data/1009891/0001213900-23-077182.txt
1010086|SIGA TECHNOLOGIES INC|10-Q|2023-08-08|edgar/data/1010086/0001437749-23-022546.txt
1010086|SIGA TECHNOLOGIES INC|8-K|2023-07-28|edgar/data/1010086/0001140361-23-036629.txt
1010086|SIGA TECHNOLOGIES INC|8-K|2023-07-28|edgar/data/1010086/0001140361-23-036771.txt
1010086|SIGA TECHNOLOGIES INC|8-K|2023-08-08|edgar/data/1010086/0001140361-23-038566.txt
1010086|SIGA TECHNOLOGIES INC|8-K|2023-09-06|edgar/data/1010086/0001140361-23-042810.txt
1010470|PROVIDENT FINANCIAL HOLDINGS INC|10-K|2023-09-05|edgar/data/1010470/0000939057-23-000267.txt
1010470|PROVIDENT FINANCIAL HOLDINGS INC|8-K|2023-07-26|edgar/data/1010470/0000939057-23-000193.txt
1010470|PROVIDENT FINANCIAL HOLDINGS INC|8-K|2023-07-28|edgar/data/1010470/0000939057-23-000201.txt
1010470|PROVIDENT FINANCIAL HOLDINGS INC|8-K|2023-09-29|edgar/data/1010470/0000939057-23-000300.txt
1011060|Nordicus Partners Corp|10-K/A|2023-07-20|edgar/data/1011060/0001493152-23-024963.txt
