Description:           XBRL Index of EDGAR Dissemination Feed
Last Data Received:    June 30, 2023
Comments:              webmaster@sec.gov
Anonymous FTP:         ftp://ftp.sec.gov/edgar/
 
 
 
 
CIK|Company Name|Form Type|Date Filed|Filename
1000298|IMPAC MORTGAGE HOLDINGS INC|DEF 14A|2023-04-28|edgar/data/1000298/0001104659-23-052879.txt
1000298|IMPAC MORTGAGE HOLDINGS INC|PRE 14A|2023-04-10|edgar/data/1000298/0001104659-23-043621.txt
1000623|Mativ Holdings, Inc.|10-Q|2023-05-10|edgar/data/1000623/0001000623-23-000031.txt
1000623|Mativ Holdings, Inc.|8-K|2023-04-26|edgar/data/1000623/0001000623-23-000023.txt
1000623|Mativ Holdings, Inc.|8-K|2023-05-10|edgar/data/1000623/0001000623-23-000032.txt
1000623|Mativ Holdings, Inc.|8-K|2023-06-07|edgar/data/1000623/0001193125-23-162591.txt
1000683|BLONDER TONGUE LABORATORIES INC|10-K/A|2023-04-28|edgar/data/1000683/0001213900-23-033920.txt
1000683|BLONDER TONGUE LABORATORIES INC|10-K|2023-04-17|edgar/data/1000683/0001213900-23-030312.txt
1000694|NOVAVAX INC|10-Q|2023-05-09|edgar/data/1000694/0001000694-23-000040.txt
1000694|NOVAVAX INC|8-K|2023-04-04|edgar/data/1000694/0001000694-23-000011.txt
1000694|NOVAVAX INC|8-K|2023-05-09|edgar/data/1000694/0001000694-23-000039.txt
1000694|NOVAVAX INC|DEF 14A|2023-04-28|edgar/data/1000694/0001000694-23-000026.txt
1000694|NOVAVAX INC|PRE 14A|2023-04-18|edgar/data/1000694/0001000694-23-000016.txt
1000697|WATERS CORP /DE/|10-Q|2023-05-09|edgar/data/1000697/0001193125-23-138998.txt
1000697|WATERS CORP /DE/|8-K|2023-05-09|edgar/data/1000697/0001193125-23-138873.txt
1000697|WATERS CORP /DE/|8-K|2023-05-11|edgar/data/1000697/0001193125-23-142113.txt
1000697|WATERS CORP /DE/|8-K|2023-05-16|edgar/data/1000697/0001193125-23-146126.txt
1000697|WATERS CORP /DE/|8-K|2023-05-24|edgar/data/1000697/0001193125-23-153040.txt
1000697|WATERS CORP /DE/|DEF 14A|2023-04-13|edgar/data/1000697/0001193125-23-099946.txt
1000753|INSPERITY, INC.|10-Q|2023-04-26|edgar/data/1000753/0001000753-23-000024.txt
1000753|INSPERITY, INC.|8-K|2023-04-26|edgar/data/1000753/0001000753-23-000022.txt
1000753|INSPERITY, INC.|8-K|2023-05-25|edgar/data/1000753/0001000753-23-000034.txt
1000753|INSPERITY, INC.|DEF 14A|2023-04-17|edgar/data/1000753/0001000753-23-000016.txt
1001082|DISH Network CORP|10-Q|2023-05-08|edgar/data/1001082/0001558370-23-008370.txt
1001082|DISH Network CORP|8-K|2023-05-01|edgar/data/1001082/0001001082-23-000018.txt
1001082|DISH Network CORP|8-K|2023-06-23|edgar/data/1001082/0001001082-23-000031.txt
1001115|GEOSPACE TECHNOLOGIES CORP|10-Q|2023-05-12|edgar/data/1001115/0001437749-23-014092.txt
1001115|GEOSPACE TECHNOLOGIES CORP|8-K|2023-05-11|edgar/data/1001115/0001437749-23-013982.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-K|2023-04-11|edgar/data/1001171/0001140361-23-017732.txt
1001171|BROADWAY FINANCIAL CORP \DE\|10-Q|2023-05-16|edgar/data/1001171/0001140361-23-024883.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K/A|2023-05-16|edgar/data/1001171/0001140361-23-024881.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-05-05|edgar/data/1001171/0001140361-23-023234.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-06-27|edgar/data/1001171/0001140361-23-031551.txt
1001171|BROADWAY FINANCIAL CORP \DE\|8-K|2023-06-27|edgar/data/1001171/0001140361-23-031552.txt
100122|TUCSON ELECTRIC POWER CO|10-Q|2023-05-03|edgar/data/100122/0000100122-23-000012.txt
1001233|SANGAMO THERAPEUTICS, INC|10-Q|2023-05-08|edgar/data/1001233/0001628280-23-016486.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2023-04-26|edgar/data/1001233/0001628280-23-013290.txt
1001233|SANGAMO THERAPEUTICS, INC|8-K|2023-06-02|edgar/data/1001233/0001628280-23-020692.txt
1001233|SANGAMO THERAPEUTICS, INC|DEF 14A|2023-04-17|edgar/data/1001233/0001628280-23-011692.txt
1001233|SANGAMO THERAPEUTICS, INC|PRE 14A|2023-04-05|edgar/data/1001233/0001628280-23-010849.txt
1001250|ESTEE LAUDER COMPANIES INC|10-Q|2023-05-03|edgar/data/1001250/0001001250-23-000054.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-05-03|edgar/data/1001250/0001001250-23-000052.txt
1001250|ESTEE LAUDER COMPANIES INC|8-K|2023-05-12|edgar/data/1001250/0001104659-23-059812.txt
1001290|CREDICORP LTD|20-F|2023-04-26|edgar/data/1001290/0001140361-23-020347.txt
1001316|TG THERAPEUTICS, INC.|10-Q|2023-05-08|edgar/data/1001316/0001558370-23-008385.txt
1001316|TG THERAPEUTICS, INC.|8-K|2023-05-01|edgar/data/1001316/0001558370-23-007393.txt
1001316|TG THERAPEUTICS, INC.|8-K|2023-06-15|edgar/data/1001316/0001558370-23-011140.txt
1001316|TG THERAPEUTICS, INC.|DEF 14A|2023-05-01|edgar/data/1001316/0001558370-23-007490.txt
1001316|TG THERAPEUTICS, INC.|PRE 14A|2023-04-21|edgar/data/1001316/0001558370-23-006442.txt
1001385|NORTHWEST PIPE CO|10-Q|2023-05-04|edgar/data/1001385/0001437749-23-012586.txt
1001385|NORTHWEST PIPE CO|8-K/A|2023-04-13|edgar/data/1001385/0001437749-23-010172.txt
1001385|NORTHWEST PIPE CO|8-K|2023-04-13|edgar/data/1001385/0001437749-23-010174.txt
1001385|NORTHWEST PIPE CO|8-K|2023-04-21|edgar/data/1001385/0001437749-23-010810.txt
1001385|NORTHWEST PIPE CO|8-K|2023-05-03|edgar/data/1001385/0001437749-23-012333.txt
1001385|NORTHWEST PIPE CO|8-K|2023-06-22|edgar/data/1001385/0001437749-23-018037.txt
1001385|NORTHWEST PIPE CO|8-K|2023-06-23|edgar/data/1001385/0001437749-23-018263.txt
1001385|NORTHWEST PIPE CO|DEF 14A|2023-04-27|edgar/data/1001385/0001437749-23-011352.txt
1001601|MGT CAPITAL INVESTMENTS, INC.|10-Q|2023-05-15|edgar/data/1001601/0001493152-23-017438.txt
1001614|Riley Exploration Permian, Inc.|10-Q|2023-05-10|edgar/data/1001614/0001001614-23-000020.txt
1001614|Riley Exploration Permian, Inc.|8-K/A|2023-06-20|edgar/data/1001614/0001001614-23-000024.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-04-04|edgar/data/1001614/0001001614-23-000014.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-04-24|edgar/data/1001614/0001140361-23-019834.txt
1001614|Riley Exploration Permian, Inc.|8-K|2023-05-08|edgar/data/1001614/0001001614-23-000017.txt
1001807|PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK|20-F|2023-04-06|edgar/data/1001807/0001558370-23-005567.txt
1001838|SOUTHERN COPPER CORP/|10-Q|2023-05-02|edgar/data/1001838/0001558370-23-007689.txt
1001838|SOUTHERN COPPER CORP/|8-K|2023-04-27|edgar/data/1001838/0001558370-23-007079.txt
1001838|SOUTHERN COPPER CORP/|8-K|2023-05-30|edgar/data/1001838/0001558370-23-010624.txt
1001838|SOUTHERN COPPER CORP/|DEF 14A|2023-04-14|edgar/data/1001838/0001558370-23-005978.txt
1001902|INTEVAC INC|10-Q|2023-05-04|edgar/data/1001902/0001193125-23-135896.txt
1001902|INTEVAC INC|8-K/A|2023-05-31|edgar/data/1001902/0001193125-23-157819.txt
1001902|INTEVAC INC|8-K|2023-05-03|edgar/data/1001902/0001193125-23-134394.txt
1001902|INTEVAC INC|8-K|2023-05-19|edgar/data/1001902/0001193125-23-149290.txt
1001902|INTEVAC INC|8-K|2023-05-31|edgar/data/1001902/0001193125-23-157810.txt
1001902|INTEVAC INC|8-K|2023-06-13|edgar/data/1001902/0001193125-23-166024.txt
1001907|ASTROTECH Corp|10-Q|2023-05-12|edgar/data/1001907/0001437749-23-014248.txt
1001907|ASTROTECH Corp|8-K|2023-05-09|edgar/data/1001907/0001437749-23-013163.txt
1001907|ASTROTECH Corp|8-K|2023-05-09|edgar/data/1001907/0001437749-23-013194.txt
1001907|ASTROTECH Corp|8-K|2023-05-11|edgar/data/1001907/0001437749-23-013807.txt
1001907|ASTROTECH Corp|8-K|2023-06-16|edgar/data/1001907/0001437749-23-017733.txt
1001907|ASTROTECH Corp|8-K|2023-06-27|edgar/data/1001907/0001437749-23-018625.txt
1001907|ASTROTECH Corp|8-K|2023-06-27|edgar/data/1001907/0001437749-23-018649.txt
1001907|ASTROTECH Corp|8-K|2023-06-30|edgar/data/1001907/0001437749-23-019047.txt
1002047|NetApp, Inc.|10-K|2023-06-14|edgar/data/1002047/0000950170-23-027948.txt
1002047|NetApp, Inc.|8-K|2023-05-31|edgar/data/1002047/0000950170-23-025324.txt
1002242|ENI SPA|20-F|2023-04-05|edgar/data/1002242/0001554855-23-000224.txt
1002427|Morgan Stanley Insight Fund|485BPOS|2023-04-28|edgar/data/1002427/0001133228-23-003202.txt
1002537|NEEDHAM FUNDS INC|485BPOS|2023-04-28|edgar/data/1002537/0000894189-23-003193.txt
1002590|STAR GROUP, L.P.|10-Q|2023-05-03|edgar/data/1002590/0000950170-23-017181.txt
1002590|STAR GROUP, L.P.|8-K|2023-04-13|edgar/data/1002590/0001171843-23-002277.txt
1002590|STAR GROUP, L.P.|8-K|2023-05-03|edgar/data/1002590/0001171843-23-002829.txt
1002590|STAR GROUP, L.P.|8-K|2023-05-11|edgar/data/1002590/0000950170-23-021292.txt
1002624|T. Rowe Price Health Sciences Fund, Inc.|485BPOS|2023-04-27|edgar/data/1002624/0001741773-23-001269.txt
1002638|OPEN TEXT CORP|10-Q|2023-05-04|edgar/data/1002638/0001002638-23-000017.txt
1002638|OPEN TEXT CORP|8-K/A|2023-04-10|edgar/data/1002638/0001193125-23-096505.txt
1002638|OPEN TEXT CORP|8-K|2023-05-04|edgar/data/1002638/0001002638-23-000015.txt
1002771|Integrated Cannabis Solutions, Inc.|8-K/A|2023-04-10|edgar/data/1002771/0001477932-23-002357.txt
1002910|AMEREN CORP|10-Q|2023-05-05|edgar/data/1002910/0001002910-23-000090.txt
1002910|AMEREN CORP|8-K|2023-04-07|edgar/data/1002910/0001104659-23-043146.txt
1002910|AMEREN CORP|8-K|2023-05-04|edgar/data/1002910/0001002910-23-000089.txt
1002910|AMEREN CORP|8-K|2023-05-12|edgar/data/1002910/0001104659-23-059889.txt
1002910|AMEREN CORP|8-K|2023-05-31|edgar/data/1002910/0001104659-23-066428.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|10-Q|2023-04-04|edgar/data/1003078/0001003078-23-000050.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|10-Q|2023-06-29|edgar/data/1003078/0001003078-23-000072.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-04-04|edgar/data/1003078/0001003078-23-000048.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-06-21|edgar/data/1003078/0001003078-23-000063.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-06-21|edgar/data/1003078/0001104659-23-073176.txt
1003078|MSC INDUSTRIAL DIRECT CO INC|8-K|2023-06-29|edgar/data/1003078/0001003078-23-000070.txt
100378|TWIN DISC INC|10-Q|2023-05-10|edgar/data/100378/0001437749-23-013416.txt
100378|TWIN DISC INC|8-K|2023-04-28|edgar/data/100378/0001437749-23-011505.txt
100378|TWIN DISC INC|8-K|2023-04-28|edgar/data/100378/0001437749-23-011507.txt
100378|TWIN DISC INC|8-K|2023-06-14|edgar/data/100378/0001437749-23-017351.txt
1003815|BCTC IV ASSIGNOR CORP|10-Q|2023-05-10|edgar/data/1003815/0001410578-23-000965.txt
1003839|MATTHEW 25 FUND|485BPOS|2023-04-28|edgar/data/1003839/0001162044-23-000464.txt
1003924|MANOR INVESTMENT FUNDS INC|485BPOS|2023-04-28|edgar/data/1003924/0001162044-23-000468.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-K/A|2023-06-29|edgar/data/1004036/0000899715-23-000122.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|10-Q|2023-04-28|edgar/data/1004036/0000899715-23-000094.txt
1004036|TANGER PROPERTIES LTD PARTNERSHIP /NC/|8-K|2023-05-19|edgar/data/1004036/0000899715-23-000109.txt
1004155|SOUTHERN CO GAS|10-Q|2023-04-27|edgar/data/1004155/0000092122-23-000028.txt
1004155|SOUTHERN CO GAS|8-K|2023-04-27|edgar/data/1004155/0000092122-23-000030.txt
1004155|SOUTHERN CO GAS|8-K|2023-06-21|edgar/data/1004155/0001004155-23-000006.txt
1004156|ARAUCO & CONSTITUTION PULP INC|20-F|2023-04-20|edgar/data/1004156/0001575872-23-000580.txt
1004315|NATIONAL GRID PLC|20-F|2023-06-06|edgar/data/1004315/0001004315-23-000012.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|10-Q|2023-05-08|edgar/data/1004434/0001004434-23-000017.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2023-05-01|edgar/data/1004434/0001004434-23-000015.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|8-K|2023-05-30|edgar/data/1004434/0001193125-23-156631.txt
1004434|AFFILIATED MANAGERS GROUP, INC.|DEF 14A|2023-04-14|edgar/data/1004434/0001564590-23-005769.txt
1004702|OCEANFIRST FINANCIAL CORP|10-Q|2023-05-01|edgar/data/1004702/0001004702-23-000106.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-04-18|edgar/data/1004702/0001004702-23-000090.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-04-20|edgar/data/1004702/0001004702-23-000096.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-05-25|edgar/data/1004702/0001004702-23-000118.txt
1004702|OCEANFIRST FINANCIAL CORP|8-K|2023-06-14|edgar/data/1004702/0001004702-23-000124.txt
1004702|OCEANFIRST FINANCIAL CORP|DEF 14A|2023-04-21|edgar/data/1004702/0001308179-23-000732.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-K|2023-04-14|edgar/data/1004724/0000950170-23-012916.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|10-Q|2023-05-15|edgar/data/1004724/0000950170-23-021971.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|8-K|2023-05-25|edgar/data/1004724/0001493152-23-019091.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|S-4/A|2023-04-28|edgar/data/1004724/0001493152-23-014029.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|S-4/A|2023-05-18|edgar/data/1004724/0001493152-23-018109.txt
1004724|REGIONAL HEALTH PROPERTIES, INC|S-4/A|2023-05-22|edgar/data/1004724/0001493152-23-018552.txt
10048|BARNWELL INDUSTRIES INC|10-Q|2023-05-15|edgar/data/10048/0000010048-23-000011.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-04-18|edgar/data/10048/0001140361-23-018905.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-05-15|edgar/data/10048/0001140361-23-024721.txt
10048|BARNWELL INDUSTRIES INC|8-K|2023-06-15|edgar/data/10048/0001140361-23-030112.txt
100493|TYSON FOODS, INC.|10-Q|2023-05-08|edgar/data/100493/0000100493-23-000067.txt
100493|TYSON FOODS, INC.|8-K/A|2023-05-15|edgar/data/100493/0000100493-23-000079.txt
100493|TYSON FOODS, INC.|8-K|2023-05-08|edgar/data/100493/0000100493-23-000066.txt
1004980|PG&E Corp|10-Q|2023-05-04|edgar/data/1004980/0001004980-23-000089.txt
1004980|PG&E Corp|8-K|2023-05-04|edgar/data/1004980/0001004980-23-000088.txt
1004980|PG&E Corp|8-K|2023-05-15|edgar/data/1004980/0000950157-23-000513.txt
1004980|PG&E Corp|8-K|2023-05-22|edgar/data/1004980/0001308179-23-000870.txt
1004980|PG&E Corp|8-K|2023-05-25|edgar/data/1004980/0001308179-23-000876.txt
1004980|PG&E Corp|8-K|2023-05-31|edgar/data/1004980/0001308179-23-000881.txt
1004980|PG&E Corp|8-K|2023-06-05|edgar/data/1004980/0001193125-23-160746.txt
1004980|PG&E Corp|8-K|2023-06-26|edgar/data/1004980/0001193125-23-175133.txt
1004980|PG&E Corp|DEF 14A|2023-04-06|edgar/data/1004980/0001004980-23-000072.txt
1004989|SPAR Group, Inc.|10-K/A|2023-05-01|edgar/data/1004989/0001437749-23-011876.txt
1004989|SPAR Group, Inc.|10-K|2023-04-17|edgar/data/1004989/0001437749-23-010432.txt
1004989|SPAR Group, Inc.|10-Q|2023-05-22|edgar/data/1004989/0001437749-23-015352.txt
1004989|SPAR Group, Inc.|8-K|2023-04-18|edgar/data/1004989/0001437749-23-010494.txt
1004989|SPAR Group, Inc.|8-K|2023-04-28|edgar/data/1004989/0001437749-23-011616.txt
1004989|SPAR Group, Inc.|8-K|2023-05-23|edgar/data/1004989/0001437749-23-015527.txt
1005101|Marygold Companies, Inc.|10-Q|2023-05-15|edgar/data/1005101/0001437749-23-014542.txt
1005101|Marygold Companies, Inc.|8-K|2023-04-17|edgar/data/1005101/0001171200-23-000245.txt
1005101|Marygold Companies, Inc.|8-K|2023-05-15|edgar/data/1005101/0001437749-23-014574.txt
1005101|Marygold Companies, Inc.|8-K|2023-06-13|edgar/data/1005101/0001437749-23-017210.txt
100517|United Airlines Holdings, Inc.|10-Q|2023-04-20|edgar/data/100517/0000100517-23-000116.txt
100517|United Airlines Holdings, Inc.|8-K|2023-04-18|edgar/data/100517/0000100517-23-000113.txt
100517|United Airlines Holdings, Inc.|8-K|2023-05-30|edgar/data/100517/0001104659-23-065702.txt
100517|United Airlines Holdings, Inc.|8-K|2023-05-31|edgar/data/100517/0001104659-23-066339.txt
100517|United Airlines Holdings, Inc.|8-K|2023-06-20|edgar/data/100517/0001104659-23-072759.txt
100517|United Airlines Holdings, Inc.|DEF 14A|2023-04-13|edgar/data/100517/0001104659-23-045102.txt
1005210|SUBURBAN PROPANE PARTNERS LP|10-Q|2023-05-04|edgar/data/1005210/0000950170-23-017607.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-04-19|edgar/data/1005210/0000950170-23-013508.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-04-20|edgar/data/1005210/0000950170-23-013581.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-04-24|edgar/data/1005210/0000950170-23-013949.txt
1005210|SUBURBAN PROPANE PARTNERS LP|8-K|2023-05-04|edgar/data/1005210/0000950170-23-017478.txt
1005229|COLUMBUS MCKINNON CORP|10-K|2023-05-25|edgar/data/1005229/0001005229-23-000169.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-04-03|edgar/data/1005229/0001005229-23-000058.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-04-26|edgar/data/1005229/0001005229-23-000065.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-05-18|edgar/data/1005229/0001005229-23-000098.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-05-25|edgar/data/1005229/0001005229-23-000167.txt
1005229|COLUMBUS MCKINNON CORP|8-K|2023-06-26|edgar/data/1005229/0001005229-23-000173.txt
1005229|COLUMBUS MCKINNON CORP|DEF 14A|2023-06-12|edgar/data/1005229/0001193125-23-165349.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|10-Q|2023-05-03|edgar/data/1005284/0000950170-23-017150.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2023-05-03|edgar/data/1005284/0000950170-23-017191.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2023-06-01|edgar/data/1005284/0000950170-23-025690.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|8-K|2023-06-20|edgar/data/1005284/0000950170-23-028923.txt
1005284|UNIVERSAL DISPLAY CORP \PA\|DEF 14A|2023-04-20|edgar/data/1005284/0000950170-23-013670.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|10-Q|2023-06-02|edgar/data/1005286/0001005286-23-000095.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-04-06|edgar/data/1005286/0001005286-23-000067.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-04-14|edgar/data/1005286/0001005286-23-000078.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-05-02|edgar/data/1005286/0001005286-23-000082.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-05-23|edgar/data/1005286/0001005286-23-000087.txt
1005286|LIFECORE BIOMEDICAL, INC. \DE\|8-K|2023-06-01|edgar/data/1005286/0001005286-23-000093.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|485BPOS|2023-04-25|edgar/data/1005336/0001193125-23-113912.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-05-31|edgar/data/1005336/0001193125-23-157233.txt
1005336|JEFFERSON NATIONAL LIFE ANNUITY ACCOUNT G|497|2023-05-31|edgar/data/1005336/0001193125-23-157236.txt
1005731|IDT CORP|10-Q|2023-06-09|edgar/data/1005731/0001493152-23-020689.txt
1005731|IDT CORP|8-K|2023-06-05|edgar/data/1005731/0001493152-23-020122.txt
1005731|IDT CORP|8-K|2023-06-20|edgar/data/1005731/0001493152-23-021759.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|10-Q|2023-05-04|edgar/data/1005757/0000950170-23-017565.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-04-14|edgar/data/1005757/0000950170-23-012822.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-05-03|edgar/data/1005757/0000950170-23-017170.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|8-K|2023-05-22|edgar/data/1005757/0000950170-23-023330.txt
1005757|CSG SYSTEMS INTERNATIONAL INC|DEF 14A|2023-04-03|edgar/data/1005757/0001308179-23-000487.txt
1005817|TOMPKINS FINANCIAL CORP|10-Q|2023-05-10|edgar/data/1005817/0001005817-23-000004.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-04-28|edgar/data/1005817/0001387131-23-005682.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-05-03|edgar/data/1005817/0001387131-23-005951.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-05-09|edgar/data/1005817/0001387131-23-006267.txt
1005817|TOMPKINS FINANCIAL CORP|8-K|2023-05-11|edgar/data/1005817/0001387131-23-006381.txt
100591|ARGAN INC|10-K|2023-04-17|edgar/data/100591/0001558370-23-006056.txt
100591|ARGAN INC|10-Q|2023-06-08|edgar/data/100591/0001558370-23-010910.txt
100591|ARGAN INC|8-K|2023-04-17|edgar/data/100591/0001558370-23-006051.txt
100591|ARGAN INC|8-K|2023-06-08|edgar/data/100591/0001558370-23-010906.txt
100591|ARGAN INC|8-K|2023-06-20|edgar/data/100591/0001558370-23-011241.txt
100591|ARGAN INC|DEF 14A|2023-05-01|edgar/data/100591/0001558370-23-007356.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-04-04|edgar/data/1005942/0000928816-23-000463.txt
1005942|PUTNAM FUNDS TRUST|485BPOS|2023-06-28|edgar/data/1005942/0000928816-23-001004.txt
1005942|PUTNAM FUNDS TRUST|497|2023-05-25|edgar/data/1005942/0000928816-23-000594.txt
1005942|PUTNAM FUNDS TRUST|497|2023-05-25|edgar/data/1005942/0000928816-23-000599.txt
1006028|PURE BIOSCIENCE, INC.|10-Q|2023-06-14|edgar/data/1006028/0001493152-23-021239.txt
1006028|PURE BIOSCIENCE, INC.|8-K|2023-06-14|edgar/data/1006028/0001493152-23-021231.txt
1006045|IRIDEX CORP|10-Q|2023-05-11|edgar/data/1006045/0000950170-23-021294.txt
